NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,1060.89,5,1.37815,0.92211,0.0272064,2.67253,0
1,UE,0,100000,100000,0.392832,5,4.2754,0.303509,0.0868677,0.334219,0
2,UE,0,100000,100000,0.388121,5,4.29085,0.303509,0.0824851,0.323157,0
3,UE,0,100000,100000,0.382161,5,4.31039,0.303509,0.0769598,0.309141,0
4,UE,0,100000,100000,0.381529,5,4.31246,0.303509,0.0765582,0.307472,0
5,UE,0,100000,100000,0.423007,5,4.17647,0.303509,0.175726,0.344298,0
6,UE,0,100000,100000,0.380296,5,4.3165,0.303509,0.0757282,0.304258,0
7,UE,0,100000,100000,0.379727,5,4.31837,0.303509,0.0753533,0.302767,0
8,UE,0,100000,100000,0.420797,5,4.18372,0.303509,0.174156,0.33862,0
9,UE,0,100000,100000,0.378504,5,4.32238,0.303509,0.0745499,0.299562,0
10,UE,0,100000,100000,0.425265,5,4.16907,0.303509,0.18744,0.339986,0
11,UE,0,100000,100000,0.410959,5,4.21597,0.303509,0.162015,0.318506,0
12,UE,0,100000,100000,0.38624,5,4.29702,0.303509,0.08595,0.313524,0
13,UE,0,100000,100000,0.305389,5,4.5621,0.303509,0.0261619,0.108228,0
14,UE,0,100000,100000,0.306002,5,4.56009,0.303509,0.0261083,0.11029,0
15,UE,0,100000,100000,0.484508,5,3.97483,0.303509,0.175118,0.546546,0
16,UE,0,100000,100000,0.474039,5,4.0092,0.303509,0.169216,0.518071,0
17,UE,0,100000,100000,0.408102,5,4.22534,0.303509,0.109008,0.362144,0
18,UE,0,100000,100000,0.508366,5,3.8966,0.303509,0.406622,0.393265,0
19,UE,0,100000,100000,0.445482,5,4.10278,0.303509,0.222783,0.370928,0
20,UE,0,100000,100000,0.520657,5,3.85631,0.303509,0.341191,0.498993,0
