NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,159.773,5,1.44938,0.867069,0.0187446,2.66481,0
1,UE,0,100000,100000,0.303109,5,4.57169,0.300019,0.0249925,0.1033,0
2,UE,0,100000,100000,0.43139,5,4.1511,0.300019,0.324428,0.224455,0
3,UE,0,100000,100000,0.320523,5,4.5146,0.300019,0.0738185,0.111567,0
4,UE,0,100000,100000,0.302218,5,4.57461,0.300019,0.0247761,0.100595,0
5,UE,0,100000,100000,0.306946,5,4.55911,0.300019,0.0389202,0.101952,0
6,UE,0,100000,100000,0.302105,5,4.57498,0.300019,0.0243409,0.100657,0
7,UE,0,100000,100000,0.30181,5,4.57595,0.300019,0.0243306,0.0997021,0
8,UE,0,100000,100000,0.373228,5,4.34179,0.300019,0.204689,0.153499,0
9,UE,0,100000,100000,0.304473,5,4.56722,0.300019,0.0256052,0.107156,0
10,UE,0,100000,100000,0.797443,5,2.95098,0.300019,1.32179,0.427216,0
11,UE,0,100000,100000,0.3396,5,4.45205,0.300019,0.127376,0.120557,0
12,UE,0,100000,100000,0.373207,5,4.34186,0.300019,0.187251,0.17087,0
13,UE,0,100000,100000,0.272459,5,4.67218,0.300019,0.00420399,0.023595,0
14,UE,0,100000,100000,0.27199,5,4.67372,0.300019,0.00365733,0.0226037,0
15,UE,0,100000,100000,0.341083,5,4.44719,0.300019,0.0828512,0.169944,0
16,UE,0,100000,100000,0.328687,5,4.48783,0.300019,0.0418179,0.170336,0
17,UE,0,100000,100000,0.278174,5,4.65344,0.300019,0.00844401,0.0380934,0
18,UE,0,100000,100000,0.328033,5,4.48997,0.300019,0.0848083,0.125199,0
19,UE,0,100000,100000,0.308021,5,4.55558,0.300019,0.0282418,0.116155,0
20,UE,0,100000,100000,0.327238,5,4.49258,0.300019,0.0840586,0.123342,0
