NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,1183.66,5,0.73323,0.994601,0.225529,3.04664,0
1,UE,0,100000,100000,0.468553,5,4.01696,0.32106,0.153775,0.508203,0
2,UE,0,100000,100000,0.477016,5,3.98921,0.32106,0.168703,0.521024,0
3,UE,0,100000,100000,0.468607,5,4.01678,0.32106,0.152275,0.509882,0
4,UE,0,100000,100000,0.465416,5,4.02725,0.32106,0.149704,0.501989,0
5,UE,0,100000,100000,0.465143,5,4.02814,0.32106,0.149666,0.501132,0
6,UE,0,100000,100000,0.464347,5,4.03075,0.32106,0.150877,0.49731,0
7,UE,0,100000,100000,0.462754,5,4.03598,0.32106,0.152047,0.490918,0
8,UE,0,100000,100000,0.4577,5,4.05255,0.32106,0.163334,0.463061,0
9,UE,0,100000,100000,0.452593,5,4.06929,0.32106,0.181338,0.428312,0
10,UE,0,100000,100000,0.479838,5,3.98017,0.32106,0.316569,0.382206,0
11,UE,0,100000,100000,0.428401,5,4.14861,0.32106,0.286766,0.243566,0
12,UE,0,100000,100000,0.455918,5,4.05839,0.32106,0.14017,0.480382,0
13,UE,0,100000,100000,0.405169,5,4.22478,0.32106,0.094779,0.359385,0
14,UE,0,100000,100000,0.405921,5,4.22231,0.32106,0.0952781,0.361349,0
15,UE,0,100000,100000,0.451838,5,4.05846,0.318917,0.139597,0.483025,0
16,UE,0,100000,100000,0.454621,5,4.06264,0.32106,0.137598,0.478704,0
17,UE,0,100000,100000,0.450951,5,4.07467,0.32106,0.134134,0.470132,0
18,UE,0,100000,100000,0.484217,5,3.96561,0.32106,0.201132,0.512203,0
19,UE,0,100000,100000,0.463292,5,4.03421,0.32106,0.157919,0.486811,0
20,UE,0,100000,100000,0.536841,5,3.78652,0.332478,0.180915,0.700092,0
