SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,87529,32,2,261,5.71028,0.00104879,13.1455,7.56657,-29.7931,11.1878
0,2,87529,32,2,261,0.966298,0.000606231,1.91949,-0.148891,-32.1736,2.83186
0,3,87529,32,2,261,5.53803,0.00160421,15.3217,7.43355,-27.9474,11.8531
0,4,87529,32,2,261,13.1355,0.0982552,26.4041,11.1845,-10.0764,14.2167
0,5,87529,32,2,261,7.94281,0.00415464,17.394,8.99974,-23.8147,12.404
0,6,87529,32,2,261,5.29882,0.00424126,11.1552,7.24179,-23.7251,10.4748
0,7,87529,32,2,261,6.82012,0.000196174,13.3675,8.33792,-37.0736,11.2605
0,8,87529,32,2,261,3.07385,0.000455791,6.53975,4.87683,-33.4123,8.15561
0,9,87529,32,2,261,3.23094,0.000113436,5.73162,5.09329,-39.4525,7.58277
0,10,87529,32,2,261,0.345962,3.45405e-05,0.694723,-4.60972,-44.6167,-1.58188
0,11,87529,32,2,261,1.13934,7.4823e-06,2.60798,0.566515,-51.2596,4.16304
0,12,87529,32,2,261,1.27293,0.000104418,2.61511,1.04806,-39.8123,4.17489
0,13,87529,32,2,261,6.74763,0.00510132,12.3275,8.29151,-22.9232,10.9087
0,14,87529,32,2,261,5.29406,0.000314462,11.3606,7.23789,-35.0243,10.554
0,15,87469,32,2,261,4.0697,8.01654e-05,8.09346,6.09563,-40.9601,9.08134
0,16,87529,32,2,261,5.1614,0.00133816,10.3488,7.12767,-28.7349,10.1489
0,17,87529,32,2,261,7.06264,0.000206657,13.0237,8.48967,-36.8475,11.1474
0,18,87529,32,2,261,9.16127,0.000191833,15.9508,9.61956,-37.1708,12.0278
0,19,87529,32,2,261,8.94093,0.00195954,18.474,9.51383,-27.0785,12.6656
0,20,87529,32,2,261,3.04491,0.000118048,7.5934,4.83575,-39.2794,8.80436
1,0,7182,2,32,261,16.1061,3.38993,25.2536,12.0699,5.3019,14.0232
2,0,7362,2,32,261,2.05722,0.58041,2.74797,3.13281,-2.36265,4.39011
3,0,7210,2,32,261,10.6931,3.94121,15.3485,10.291,5.9563,11.8607
4,0,7099,2,32,261,34.3327,10.9276,41.5165,15.3571,10.3853,16.1822
5,0,7087,2,32,261,16.1353,4.49177,19.123,12.0778,6.52418,12.8156
6,0,7059,2,32,261,5.99455,1.48579,7.85833,7.77757,1.71957,8.9533
7,0,7009,2,32,261,11.4494,2.70988,15.7118,10.5878,4.3295,11.9623
8,0,6802,2,32,261,6.19162,1.76805,7.50521,7.91804,2.47495,8.75363
9,0,6564,2,32,261,4.07935,1.30828,5.19938,6.10591,1.167,7.15952
10,0,6722,2,32,261,0.708812,0.184437,0.858947,-1.49469,-7.34151,-0.660335
11,0,5137,2,32,261,1.83568,0.583779,2.5344,2.63796,-2.33752,4.03876
12,0,6793,2,32,261,2.62583,0.680562,3.51743,4.19266,-1.67132,5.46225
13,0,5097,2,32,261,13.3727,3.80332,16.8277,11.2622,5.80163,12.2602
14,0,5139,2,32,261,9.68608,2.94579,11.7349,9.86148,4.69203,10.6948
15,0,6825,2,32,261,7.17331,2.02912,9.04154,8.5572,3.07307,9.56242
16,0,6766,2,32,261,8.48676,2.90232,11.2419,9.28742,4.62745,10.5084
17,0,6616,2,32,261,12.581,3.49755,15.5676,10.9972,5.43764,11.9222
18,0,7230,2,32,261,16.551,4.44069,21.046,12.1882,6.4745,13.2317
19,0,6876,2,32,261,15.9273,3.49134,21.4259,12.0214,5.42992,13.3094
20,0,8217,2,32,261,5.09602,2.06703,7.98164,7.07231,3.15346,9.02092
