NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,484.199,5,3.44175,0.847142,0.034383,0.676728,0
1,UE,0,100000,100000,0.301635,5,4.58329,0.288217,0.0249839,0.103505,0
2,UE,0,100000,100000,0.311759,5,4.5501,0.288217,0.0490178,0.112664,0
3,UE,0,100000,100000,0.303095,5,4.57851,0.288217,0.0255641,0.10771,0
4,UE,0,100000,100000,0.300832,5,4.58593,0.288217,0.0245465,0.101309,0
5,UE,0,100000,100000,0.300786,5,4.58608,0.288217,0.0244305,0.101273,0
6,UE,0,100000,100000,0.300587,5,4.58673,0.288217,0.0242966,0.100756,0
7,UE,0,100000,100000,0.300396,5,4.58736,0.288217,0.0241716,0.100256,0
8,UE,0,100000,100000,0.307353,5,4.56455,0.288217,0.0375366,0.1097,0
9,UE,0,100000,100000,0.302809,5,4.57945,0.288217,0.0249125,0.107424,0
10,UE,0,100000,100000,0.325804,5,4.5041,0.288217,0.109077,0.098604,0
11,UE,0,100000,100000,0.306904,5,4.56602,0.288217,0.0372777,0.108486,0
12,UE,0,100000,100000,0.308663,5,4.56025,0.288217,0.0442952,0.107236,0
13,UE,0,100000,100000,0.27093,5,4.68397,0.288217,0.0041863,0.0236307,0
14,UE,0,100000,100000,0.270936,5,4.68395,0.288217,0.00419522,0.0236396,0
15,UE,0,100000,100000,0.329489,5,4.49197,0.288217,0.0426038,0.177209,0
16,UE,0,100000,100000,0.327505,5,4.49848,0.288217,0.0422021,0.171104,0
17,UE,0,100000,100000,0.281348,5,4.64981,0.288217,0.00829227,0.0536794,0
18,UE,0,100000,100000,0.306779,5,4.56643,0.288217,0.0284026,0.11695,0
19,UE,0,100000,100000,0.306471,5,4.56744,0.288217,0.0282151,0.116129,0
20,UE,0,100000,100000,0.306191,5,4.56836,0.288217,0.0280455,0.115379,0
