Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2783,0,0,0,14.3018,25.7036,25,27,2,2,2,0,-inf,0,0,21.5131,21,22.7
2,2928,0,0,0,4.74283,7.18955,6,9,1.93272,1,2,0,-inf,0,0,1.79068,0.2,4.3
3,2848,0,0,0,7.81917,12.7402,10,15,2,2,2,0,-inf,0,0,7.74768,4.3,10.3
4,2734,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2721,0,0,0,9.82139,17.5899,16,18,2,2,2,0,-inf,0,0,11.4499,10.3,11.7
6,2706,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2692,0,0,0,14.7678,26.5357,25,27,2,2,2,0,-inf,0,0,22.3053,21,22.7
8,2841,0,0,0,6.2573,10.0612,7,14,2,2,2,0,-inf,0,0,4.71876,2.4,8.1
9,2775,0,0,0,13.3178,24.2865,23,25,2,2,2,0,-inf,0,0,19.431,18.7,21
10,2656,0,0,0,3.07944,3.6073,2,5,1.23682,1,2,0,-inf,0,0,-2.07771,-4.7,0.2
11,2838,0,0,0,5.3277,8.2463,6,11,2,2,2,0,-inf,0,0,2.96723,0.2,5.9
21,2788,0,0,0,5.33429,8.30273,5,10,1.76255,1,2,0,-inf,0,0,3.01062,0.2,4.3
22,467,0,0,0,9.59315,16.5931,16,17,2,2,2,0,-inf,0,0,11.1304,10.3,11.7
23,468,0,0,0,7.21581,11.4316,9,15,2,2,2,0,-inf,0,0,6.63376,4.3,10.3
24,4761,0,0,0,6.98803,11.5604,8,15,2,2,2,0,-inf,0,0,6.161,2.4,10.3
25,4722,0,0,0,13.1415,23.7097,18,25,2,2,2,0,-inf,0,0,19.0145,11.7,21
26,923,0,0,0,8.02059,13.3933,11,15,2,2,2,0,-inf,0,0,8.14529,5.9,10.3
27,3166,0,0,0,8.17309,13.7663,11,16,2,2,2,0,-inf,0,0,8.4808,5.9,10.3
28,3145,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,3126,0,0,0,8.16379,13.9386,13,15,2,2,2,0,-inf,0,0,8.46033,8.1,10.3
