FlowID,Source,Destination,SourcePort,DestinationPort,Direction,Application,UeIndex,TargetMbps,PacketSizeBytes,ConfiguredProtocol,ObservedProtocol,IsApplicationFlow,TxPackets,RxPackets,LostPackets,Throughput_Kbps,Delay_ms,Jitter_ms,FirstTx_s,LastRx_s,ObservedDuration_s,OfferedLoad_Kbps,DeliveryRatio_pct
1,13.0.0.5,13.0.0.6,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,44438.4,0,0,0.016634,0.0176361,0.00100209,44523,100
2,14.0.0.6,14.0.0.5,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,44438.4,0,0,0.0166342,0.0176363,0.00100209,44448.6,100
3,14.0.0.5,14.0.0.6,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,41632.4,0,0,0.0166345,0.0176365,0.00100207,41641.3,100
4,13.0.0.6,13.0.0.5,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,41632.4,0,0,0.0166347,0.0176368,0.00100207,41641.3,100
5,1.0.0.2,7.0.0.2,49153,5000,DL,video,0,25,1440,UDP,UDP,1,8680,8678,2,24821.3,12,0,0.500461,4.51015,4.00969,24891.6,99.977
6,1.0.0.2,7.0.0.3,49154,5001,DL,video,1,25,1440,UDP,UDP,1,8634,8619,15,24783.2,45,0,0.521513,4.51007,3.98856,24891.7,99.8263
7,7.0.0.2,1.0.0.1,49153,5020,UL,video,0,0.3125,300,UDP,UDP,1,518,7,511,372.512,2,0,0.52768,0.575833,0.0481528,334.303,1.35135
8,14.0.0.5,14.0.0.6,2152,2152,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,5206,5206,0,942.943,0,0,0.529708,4.67047,4.14076,942.943,100
9,1.0.0.2,7.0.0.4,49155,5002,DL,video,2,25,1440,UDP,UDP,1,8589,8527,62,24646.7,49,0,0.542566,4.5104,3.96784,24891.7,99.2781
10,7.0.0.3,1.0.0.1,49153,5021,UL,video,1,0.3125,300,UDP,UDP,1,515,0,515,0,0,0,0.548733,0,5,334.307,0
11,1.0.0.2,7.0.0.5,49156,5003,DL,video,3,25,1440,UDP,UDP,1,8543,8049,494,23389.8,103,0,0.563619,4.5103,3.94668,24891.7,94.2175
12,7.0.0.4,1.0.0.1,49153,5022,UL,video,2,0.3125,300,UDP,UDP,1,512,9,503,360.083,2,0,0.569785,0.633833,0.0640477,334.311,1.75781
13,1.0.0.2,7.0.0.6,49157,5004,DL,video,4,25,1440,UDP,UDP,1,8497,8359,138,23333.8,91,0,0.584671,4.69318,4.10851,24891.7,98.3759
14,7.0.0.5,1.0.0.1,49153,5023,UL,video,3,0.3125,300,UDP,UDP,1,510,0,510,0,0,0,0.590838,0,5,334.314,0
15,1.0.0.2,7.0.0.7,49158,5005,DL,video,5,25,1440,UDP,UDP,1,8452,8135,317,23893.9,84,0,0.605724,4.51041,3.90469,24891.7,96.2494
16,7.0.0.6,1.0.0.1,49153,5024,UL,video,4,0.3125,300,UDP,UDP,1,507,2,505,528.765,2,0,0.611891,0.621583,0.00969239,334.317,0.394477
17,1.0.0.2,7.0.0.8,49159,5006,DL,video,6,25,1440,UDP,UDP,1,8406,8044,362,23755.4,84,0,0.626777,4.51031,3.88353,24891.7,95.6936
18,7.0.0.7,1.0.0.1,49153,5025,UL,video,5,0.3125,300,UDP,UDP,1,504,0,504,0,0,0,0.632943,0,5,334.321,0
19,1.0.0.2,7.0.0.9,49160,5007,DL,video,7,25,1440,UDP,UDP,1,8360,8065,295,23070.5,104,0,0.647829,4.65707,4.00924,24891.8,96.4713
20,7.0.0.8,1.0.0.1,49153,5026,UL,video,6,0.3125,300,UDP,UDP,1,501,1,500,1306.04,1,0,0.653996,0.655958,0.00196203,334.325,0.199601
21,1.0.0.2,7.0.0.10,49161,5008,DL,video,8,25,1440,UDP,UDP,1,8315,8238,77,23604.9,111,0,0.668882,4.67143,4.00255,24891.8,99.074
22,7.0.0.9,1.0.0.1,49153,5027,UL,video,7,0.3125,300,UDP,UDP,1,499,20,479,340.736,4,0,0.675048,0.825458,0.15041,334.328,4.00802
23,1.0.0.2,7.0.0.11,49162,5009,DL,video,9,25,1440,UDP,UDP,1,8269,277,7992,692.902,1088,39,0.689934,4.99532,4.30539,24891.8,3.34986
24,7.0.0.10,1.0.0.1,49153,5028,UL,video,8,0.3125,300,UDP,UDP,1,496,2,494,526.625,2,0,0.696101,0.705833,0.00973179,334.332,0.403226
25,1.0.0.2,7.0.0.12,49163,5010,DL,video,10,25,1440,UDP,UDP,1,8223,3686,4537,10640.1,155,4,0.710987,4.66645,3.95546,24891.8,44.8255
26,7.0.0.11,1.0.0.1,49153,5029,UL,video,9,0.3125,300,UDP,UDP,1,493,0,493,0,0,0,0.717154,0,5,334.336,0
27,1.0.0.2,7.0.0.13,49164,5011,DL,video,11,25,1440,UDP,UDP,1,8177,8171,6,24803.7,13,0,0.73204,4.51014,3.77811,24891.8,99.9266
28,7.0.0.12,1.0.0.1,49153,5030,UL,video,10,0.3125,300,UDP,UDP,1,490,1,489,1280.2,2,0,0.738206,0.740208,0.00200164,334.34,0.204082
29,1.0.0.2,7.0.0.14,49165,5012,DL,voip,12,1,160,UDP,UDP,1,2927,2873,54,1123.54,24,0,0.753912,4.50965,3.75574,1147.85,98.1551
30,7.0.0.13,1.0.0.1,49153,5031,UL,video,11,0.3125,300,UDP,UDP,1,488,8,480,359.239,3,0,0.759259,0.816324,0.0570651,334.343,1.63934
31,1.0.0.2,7.0.0.15,49166,5013,DL,voip,13,1,160,UDP,UDP,1,2911,2907,4,1143.05,15,0,0.774964,4.51029,3.73532,1147.85,99.8626
32,7.0.0.14,1.0.0.1,49153,5032,UL,voip,12,0.25,160,UDP,UDP,1,727,7,720,321.731,1,0,0.777752,0.809708,0.0319561,287.259,0.962861
33,1.0.0.2,7.0.0.16,49167,5014,DL,social,14,20,500,UDP,UDP,1,18526,18185,341,20189.5,31,0,0.794937,4.51039,3.71545,20626.1,98.1593
34,7.0.0.15,1.0.0.1,49153,5033,UL,voip,13,0.25,160,UDP,UDP,1,723,549,174,208.268,134,12,0.798804,4.67047,3.87166,287.262,75.9336
35,1.0.0.2,7.0.0.17,49168,5015,DL,social,15,20,500,UDP,UDP,1,18421,18420,1,20567,11,0,0.815989,4.51038,3.69439,20626.1,99.9946
36,7.0.0.16,1.0.0.1,49153,5034,UL,social,14,1,250,UDP,UDP,1,1842,29,1813,258.294,57,8,0.816737,1.06058,0.243848,1086.53,1.57438
37,1.0.0.2,7.0.0.18,49169,5016,DL,gaming,16,10,500,UDP,UDP,1,9157,9142,15,10267.3,22,0,0.837242,4.51013,3.67288,10313.6,99.8362
