Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2280,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,2295,0,0,0,14.9891,26.9795,10,27,2,2,2,0,-inf,0,0,22.677,4.3,22.7
3,2293,0,0,0,14.9769,26.956,4,27,2,2,2,0,-inf,0,0,22.6528,-2.3,22.7
4,2288,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2288,0,0,0,14.9921,26.9851,6,27,2,2,2,0,-inf,0,0,22.6836,0.2,22.7
6,2275,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2259,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2259,0,0,0,14.9987,26.9973,21,27,2,2,2,0,-inf,0,0,22.6972,16.3,22.7
9,2254,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,2236,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
21,2236,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
22,2229,0,0,0,14.9964,26.9933,15,27,2,2,2,0,-inf,0,0,22.6926,10.3,22.7
23,467,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,344,0,0,0,14.936,26.8721,3,27,1.99709,1,2,0,-inf,0,0,22.5683,-2.3,22.7
25,2232,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,2218,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
27,925,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
28,2200,0,0,0,14.8491,26.7282,15,27,1.99955,1,2,0,-inf,0,0,22.3839,10.3,22.7
29,2243,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,2229,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
