NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,872.959,5,1.97199,0.907734,0.119184,2.00109,0
1,UE,0,100000,100000,0.416996,5,4.19413,0.306882,0.100993,0.397991,0
2,UE,0,100000,100000,0.435666,5,4.13292,0.306882,0.124777,0.435419,0
3,UE,0,100000,100000,0.423543,5,4.17267,0.306882,0.103707,0.41674,0
4,UE,0,100000,100000,0.414687,5,4.2017,0.306882,0.0994221,0.391991,0
5,UE,0,100000,100000,0.413674,5,4.20503,0.306882,0.0986359,0.389456,0
6,UE,0,100000,100000,0.413347,5,4.2061,0.306882,0.0983504,0.38867,0
7,UE,0,100000,100000,0.412356,5,4.20935,0.306882,0.0977789,0.385991,0
8,UE,0,100000,100000,0.411408,5,4.21246,0.306882,0.0971358,0.383527,0
9,UE,0,100000,100000,0.417887,5,4.19121,0.306882,0.102699,0.399205,0
10,UE,0,100000,100000,0.40977,5,4.21803,0.306882,0.0968454,0.378242,0
11,UE,0,100000,100000,0.411264,5,4.21293,0.306882,0.100483,0.379706,0
12,UE,0,100000,100000,0.408805,5,4.22099,0.306882,0.0953149,0.376813,0
13,UE,0,100000,100000,0.294695,5,4.59512,0.306882,0.0168204,0.0811766,0
14,UE,0,100000,100000,0.294597,5,4.59544,0.306882,0.0167132,0.0809623,0
15,UE,0,100000,100000,0.486996,5,3.95132,0.304739,0.179452,0.564486,0
16,UE,0,100000,100000,0.47696,5,3.99753,0.306882,0.165382,0.530203,0
17,UE,0,100000,100000,0.3144,5,4.53052,0.306882,0.0330693,0.129533,0
18,UE,0,100000,100000,0.438487,5,4.12367,0.306882,0.115027,0.454419,0
19,UE,0,100000,100000,0.45548,5,4.06796,0.306882,0.118885,0.506274,0
20,UE,0,100000,100000,0.43693,5,4.12878,0.306882,0.113814,0.450526,0
