Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2781,0,0,0,14.6969,26.4466,25,27,2,2,2,0,-inf,0,0,22.1847,21,22.7
2,3445,0,0,0,11.1736,19.5504,16,27,2,2,2,0,-inf,0,0,14.3149,10.3,22.7
3,2854,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,2734,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2716,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
6,2704,0,0,0,13.72,24.72,24,25,2,2,2,0,-inf,0,0,20.3561,18.7,21
7,2691,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2674,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,2766,0,0,0,11.744,21.2223,18,24,2,2,2,0,-inf,0,0,15.7694,11.7,18.7
10,2644,0,0,0,7,11.3185,11,12,2,2,2,0,-inf,0,0,5.9,5.9,5.9
11,2721,0,0,0,8.74715,14.7442,13,15,2,2,2,0,-inf,0,0,9.74373,8.1,10.3
21,2619,0,0,0,14.7453,26.7453,26,27,2,2,2,0,-inf,0,0,22.267,21,22.7
22,467,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
23,466,0,0,0,14.9979,26.9957,25,27,2,2,2,0,-inf,0,0,22.6964,21,22.7
24,4993,0,0,0,13.8945,25.4614,24,27,2,2,2,0,-inf,0,0,20.5608,18.7,22.7
25,4599,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,920,0,0,0,14.6685,26.337,25,27,2,2,2,0,-inf,0,0,22.1364,21,22.7
27,3169,0,0,0,12.1429,22.0565,18,27,2,2,2,0,-inf,0,0,16.5473,11.7,22.7
28,3272,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,3140,0,0,0,14.5271,26.0541,25,27,2,2,2,0,-inf,0,0,21.896,21,22.7
