NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,159.788,5,1.4266,0.885594,0.0245476,2.66326,0
1,UE,0,100000,100000,0.304182,5,4.56847,0.299313,0.0307935,0.101425,0
2,UE,0,100000,100000,0.305491,5,4.56418,0.299313,0.0263823,0.110129,0
3,UE,0,100000,100000,0.303727,5,4.56996,0.299313,0.0254644,0.105264,0
4,UE,0,100000,100000,0.304874,5,4.5662,0.299313,0.0257778,0.10871,0
5,UE,0,100000,100000,0.384315,5,4.30574,0.299313,0.241388,0.153562,0
6,UE,0,100000,100000,0.305009,5,4.56575,0.299313,0.0260173,0.108915,0
7,UE,0,100000,100000,0.301642,5,4.5768,0.299313,0.024207,0.0996842,0
8,UE,0,100000,100000,0.498785,5,3.93042,0.299313,0.493724,0.276538,0
9,UE,0,100000,100000,0.301345,5,4.57777,0.299313,0.0239038,0.0990147,0
10,UE,0,100000,100000,0.370904,5,4.34971,0.299313,0.19816,0.152821,0
11,UE,0,100000,100000,0.341784,5,4.44518,0.299313,0.145723,0.109781,0
12,UE,0,100000,100000,0.331146,5,4.48006,0.299313,0.120021,0.100604,0
13,UE,0,100000,100000,0.270319,5,4.67949,0.299313,0.00335618,0.0178369,0
14,UE,0,100000,100000,0.272285,5,4.67305,0.299313,0.00479385,0.0228451,0
15,UE,0,100000,100000,0.336922,5,4.46112,0.299313,0.071835,0.167729,0
16,UE,0,100000,100000,0.329189,5,4.48653,0.299313,0.0434466,0.170711,0
17,UE,0,100000,100000,0.284107,5,4.63429,0.299313,0.0164057,0.0499937,0
18,UE,0,100000,100000,0.425567,5,4.17048,0.299313,0.370168,0.160034,0
19,UE,0,100000,100000,0.311355,5,4.54495,0.299313,0.0321643,0.123574,0
20,UE,0,100000,100000,0.612186,5,3.55862,0.299313,0.783326,0.358742,0
