NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,150.524,5,1.1365,0.755954,1.20861,1.89894,0
1,UE,0,100000,100000,0.392006,5,4.2749,0.309422,0.106753,0.308924,0
2,UE,0,100000,100000,0.390831,5,4.27875,0.309422,0.107685,0.304138,0
3,UE,0,100000,100000,0.391702,5,4.2759,0.309422,0.104827,0.309852,0
4,UE,0,100000,100000,0.390445,5,4.28002,0.309422,0.100277,0.310281,0
5,UE,0,100000,100000,0.395541,5,4.26331,0.309422,0.102699,0.324567,0
6,UE,0,100000,100000,0.390991,5,4.27823,0.309422,0.0995672,0.312781,0
7,UE,0,100000,100000,0.387679,5,4.28909,0.309422,0.0967803,0.30471,0
8,UE,0,100000,100000,0.387396,5,4.29002,0.309422,0.0953507,0.30521,0
9,UE,0,100000,100000,0.383322,5,4.30338,0.309422,0.0927072,0.294496,0
10,UE,0,100000,100000,0.3843,5,4.30017,0.309422,0.0934874,0.296924,0
11,UE,0,100000,100000,0.384668,5,4.29896,0.309422,0.0927654,0.298853,0
12,UE,0,100000,100000,0.38091,5,4.31128,0.309422,0.0928014,0.286496,0
13,UE,0,100000,100000,0.353428,5,4.40125,0.309422,0.0665444,0.222782,0
14,UE,0,100000,100000,0.34933,5,4.41469,0.309422,0.0630362,0.212854,0
15,UE,0,100000,100000,0.381043,5,4.30864,0.313263,0.088526,0.289567,0
16,UE,0,100000,100000,0.379987,5,4.31329,0.311203,0.0925134,0.282996,0
17,UE,0,100000,100000,0.401477,5,4.23414,0.326348,0.0879463,0.351566,0
18,UE,0,100000,100000,0.363872,5,4.36715,0.309422,0.0985788,0.224854,0
19,UE,0,100000,100000,0.564132,5,3.2999,1.02513,0.129687,0.545279,0
20,UE,0,100000,100000,0.378813,5,4.31816,0.309422,0.0864256,0.285996,0
