Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,1268,0,0,0,13,23.9787,23,24,2,2,2,0,-inf,0,0,18.7,18.7,18.7
2,1262,0,0,0,11.5174,20.5174,20,21,2,2,2,0,-inf,0,0,15.2384,14.1,16.3
3,1281,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,1248,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,1300,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
6,1270,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,1251,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,1237,0,0,0,13,23,23,23,2,2,2,0,-inf,0,0,18.7,18.7,18.7
9,1202,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,1200,0,0,0,6,10,10,10,2,2,2,0,-inf,0,0,4.3,4.3,4.3
21,1205,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
22,1178,0,0,0,13,23,23,23,2,2,2,0,-inf,0,0,18.7,18.7,18.7
23,878,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,834,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
25,1136,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,1158,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
27,1112,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
28,1041,0,0,0,11.9241,21.683,18,22,2,2,2,0,-inf,0,0,16.129,11.7,16.3
29,1097,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,1158,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
