NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,1171.07,5,0.967124,0.941962,0.0411025,3.04981,0
1,UE,0,100000,100000,0.485937,5,3.96521,0.312167,0.163489,0.55913,0
2,UE,0,100000,100000,0.485077,5,3.96803,0.312167,0.162132,0.557666,0
3,UE,0,100000,100000,0.483911,5,3.97186,0.312167,0.160954,0.555023,0
4,UE,0,100000,100000,0.482659,5,3.97596,0.312167,0.159525,0.552345,0
5,UE,0,100000,100000,0.47963,5,3.98589,0.312167,0.159808,0.542131,0
6,UE,0,100000,100000,0.479967,5,3.98479,0.312167,0.159092,0.543952,0
7,UE,0,100000,100000,0.477828,5,3.9918,0.312167,0.162792,0.533238,0
8,UE,0,100000,100000,0.472996,5,4.00764,0.312167,0.170951,0.509239,0
9,UE,0,100000,100000,0.468319,5,4.02298,0.312167,0.191436,0.473418,0
10,UE,0,100000,100000,0.447956,5,4.08974,0.312167,0.207991,0.390098,0
11,UE,0,100000,100000,0.442275,5,4.10837,0.312167,0.299077,0.280387,0
12,UE,0,100000,100000,0.476439,5,3.99635,0.312167,0.150669,0.540809,0
13,UE,0,100000,100000,0.420158,5,4.18088,0.312167,0.103707,0.403241,0
14,UE,0,100000,100000,0.437748,5,4.12321,0.312167,0.105956,0.458667,0
15,UE,0,100000,100000,0.470841,5,4.01471,0.312167,0.147348,0.525774,0
16,UE,0,100000,100000,0.469348,5,4.0196,0.312167,0.146026,0.522203,0
17,UE,0,100000,100000,0.469388,5,4.01925,0.31256,0.145526,0.522667,0
18,UE,0,100000,100000,0.464751,5,4.03468,0.312167,0.187131,0.466025,0
19,UE,0,100000,100000,0.472974,5,4.00771,0.312167,0.159308,0.52081,0
20,UE,0,100000,100000,0.471734,5,4.01178,0.312167,0.157026,0.519024,0
