Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2781,0,0,0,9.94894,17.5376,6,24,1.99892,1,2,0,-inf,0,0,11.7341,0.2,18.7
2,3022,0,0,0,12.3666,22.3246,8,27,1.99934,1,2,0,-inf,0,0,17.209,2.4,22.7
3,2832,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,2868,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2808,0,0,0,4.0584,5.70477,0,12,1.06125,1,2,0,-inf,0,0,0.340812,-4.7,5.9
6,2865,0,0,0,14.9993,26.9986,23,27,2,2,2,0,-inf,0,0,22.6986,18.7,22.7
7,2691,0,0,0,14.9981,26.9967,23,27,2,2,2,0,-inf,0,0,22.6964,18.7,22.7
8,2931,0,0,0,3.14637,3.80655,0,7,1,1,1,0,-inf,0,0,-1.88495,-4.7,2.4
9,2662,0,0,0,14.9959,26.9925,20,27,2,2,2,0,-inf,0,0,22.6914,14.1,22.7
10,2952,0,0,0,5.52134,8.54878,2,14,1.22866,1,2,0,-inf,0,0,3.25451,-4.7,8.1
21,3184,0,0,0,2.77607,3.3282,0,8,1,1,1,0,-inf,0,0,-2.36894,-4.7,2.4
22,2766,0,0,0,7.60774,12.7017,5,17,1.97216,1,2,0,-inf,0,0,7.37881,0.2,11.7
23,374,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,494,0,0,0,13.0223,23.4575,16,25,2,2,2,0,-inf,0,0,18.7411,10.3,21
25,4827,0,0,0,10.0603,17.6704,0,22,1,1,1,0,-inf,0,0,12.098,-4.7,16.3
26,4826,0,0,0,14.5075,26.1181,8,27,1.99876,1,2,0,-inf,0,0,21.8214,2.4,22.7
27,1357,0,0,0,7.52911,12.4812,1,22,1.72292,1,2,0,-inf,0,0,7.22896,-4.7,16.3
28,5992,0,0,0,1.64219,1.40204,0,6,1.00017,1,2,0,-inf,0,0,-2.64152,-4.7,0.2
29,3343,0,0,0,14.8866,26.79,11,27,2,2,2,0,-inf,0,0,22.4617,5.9,22.7
30,3600,0,0,0,5.85444,9.25167,0,15,1.20667,1,2,0,-inf,0,0,3.92408,0.2,10.3
