FlowID,Source,Destination,SourcePort,DestinationPort,Direction,Application,UeIndex,TargetMbps,PacketSizeBytes,ConfiguredProtocol,ObservedProtocol,IsApplicationFlow,TxPackets,RxPackets,LostPackets,Throughput_Kbps,Delay_ms,Jitter_ms,FirstTx_s,LastRx_s,ObservedDuration_s,OfferedLoad_Kbps,DeliveryRatio_pct
1,13.0.0.5,13.0.0.6,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,44438.4,0,0,0.016634,0.0176361,0.00100209,44523,100
2,14.0.0.6,14.0.0.5,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,44438.4,0,0,0.0166342,0.0176363,0.00100209,44448.6,100
3,14.0.0.5,14.0.0.6,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,41632.4,0,0,0.0166345,0.0176365,0.00100207,41641.3,100
4,13.0.0.6,13.0.0.5,2123,2123,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,20,20,0,41632.4,0,0,0.0166347,0.0176368,0.00100207,41641.3,100
5,1.0.0.2,7.0.0.2,49153,5000,DL,video,0,8,1440,UDP,UDP,1,2777,2775,2,7940.69,12,0,0.50144,4.50938,4.00794,7967.28,99.928
6,1.0.0.2,7.0.0.3,49154,5001,DL,video,1,8,1440,UDP,UDP,1,2763,2761,2,7940.59,12,0,0.522493,4.51026,3.98777,7967.29,99.9276
7,1.0.0.2,7.0.0.4,49155,5002,DL,video,2,8,1440,UDP,UDP,1,2748,2732,16,7900.15,25,0,0.543545,4.50963,3.96608,7967.31,99.4178
8,7.0.0.2,1.0.0.1,49153,5020,UL,video,0,0.1,300,UDP,UDP,1,165,3,162,153.88,1,0,0.544,0.593958,0.0499578,107.421,1.81818
9,14.0.0.5,14.0.0.6,2152,2152,unknown,control_or_unknown,-1,0,0,unknown,UDP,0,1418,1418,0,257.008,0,0,0.545958,4.68396,4.138,257.008,100
10,1.0.0.2,7.0.0.5,49156,5003,DL,video,3,8,1440,UDP,UDP,1,2733,2553,180,7422.87,95,2,0.564598,4.50913,3.94453,7967.32,93.4138
11,7.0.0.3,1.0.0.1,49153,5021,UL,video,1,0.1,300,UDP,UDP,1,164,0,164,0,0,0,0.565053,0,5,107.425,0
12,1.0.0.2,7.0.0.6,49157,5004,DL,video,4,8,1440,UDP,UDP,1,2719,2703,16,7899.4,22,0,0.585651,4.51,3.92435,7967.34,99.4115
13,7.0.0.4,1.0.0.1,49153,5022,UL,video,2,0.1,300,UDP,UDP,1,164,85,79,107.929,2,0,0.586105,2.60421,2.0181,107.425,51.8293
14,1.0.0.2,7.0.0.7,49158,5005,DL,video,5,8,1440,UDP,UDP,1,2704,2595,109,7625.67,67,1,0.606703,4.50949,3.90279,7967.36,95.9689
15,7.0.0.5,1.0.0.1,49153,5023,UL,video,3,0.1,300,UDP,UDP,1,163,1,162,1250.05,2,0,0.607158,0.609208,0.00204992,107.429,0.613497
16,1.0.0.2,7.0.0.8,49159,5006,DL,video,6,8,1440,UDP,UDP,1,2690,2578,112,7593.33,70,1,0.627756,4.52149,3.89374,7967.37,95.8364
17,7.0.0.6,1.0.0.1,49153,5024,UL,video,4,0.1,300,UDP,UDP,1,162,2,160,197.135,1,0,0.628211,0.654208,0.0259974,107.433,1.23457
18,1.0.0.2,7.0.0.9,49160,5007,DL,video,7,8,1440,UDP,UDP,1,2675,2673,2,7939.98,13,0,0.648808,4.50977,3.86096,7967.39,99.9252
19,7.0.0.7,1.0.0.1,49153,5025,UL,video,5,0.1,300,UDP,UDP,1,161,2,159,195.651,2,0,0.649263,0.675458,0.0261946,107.437,1.24224
20,1.0.0.2,7.0.0.10,49161,5008,DL,video,8,8,1440,UDP,UDP,1,2660,2659,1,7942.75,11,0,0.669861,4.50926,3.8394,7967.4,99.9624
21,7.0.0.8,1.0.0.1,49153,5026,UL,video,6,0.1,300,UDP,UDP,1,160,2,158,197.054,2,0,0.670316,0.696324,0.0260081,107.442,1.25
22,1.0.0.2,7.0.0.11,49162,5009,DL,video,9,8,1440,UDP,UDP,1,2646,2605,41,7701.76,51,1,0.690914,4.57004,3.87912,7967.42,98.4505
23,7.0.0.9,1.0.0.1,49153,5027,UL,video,7,0.1,300,UDP,UDP,1,159,5,154,127.533,4,0,0.691368,0.791833,0.100465,107.446,3.14465
24,1.0.0.2,7.0.0.12,49163,5010,DL,video,10,8,1440,UDP,UDP,1,2631,2612,19,7888.08,17,0,0.711966,4.50964,3.79768,7967.44,99.2778
25,7.0.0.10,1.0.0.1,49153,5028,UL,video,8,0.1,300,UDP,UDP,1,158,158,0,107.393,2,0,0.712421,4.48246,3.77004,107.45,100
26,1.0.0.2,7.0.0.13,49164,5011,DL,video,11,8,1440,UDP,UDP,1,2616,2612,4,7933.36,14,0,0.733019,4.50902,3.776,7967.45,99.8471
27,7.0.0.11,1.0.0.1,49153,5029,UL,video,9,0.1,300,UDP,UDP,1,157,0,157,0,0,0,0.733474,0,5,107.454,0
28,7.0.0.12,1.0.0.1,49153,5030,UL,video,10,0.1,300,UDP,UDP,1,157,157,0,107.396,2,0,0.754526,4.50058,3.74606,107.454,100
29,1.0.0.2,7.0.0.14,49165,5012,DL,voip,12,0.128,160,UDP,UDP,1,374,364,10,142.929,20,2,0.762632,4.50312,3.74049,147.268,97.3262
30,7.0.0.13,1.0.0.1,49153,5031,UL,video,11,0.1,300,UDP,UDP,1,156,81,75,96.969,34,10,0.775579,2.91608,2.1405,107.459,51.9231
31,1.0.0.2,7.0.0.15,49166,5013,DL,voip,13,0.128,160,UDP,UDP,1,372,371,1,146.463,11,0,0.783684,4.50412,3.72043,147.27,99.7312
32,1.0.0.2,7.0.0.16,49167,5014,DL,social,14,5,500,UDP,UDP,1,4631,4553,78,4894.8,30,0,0.795537,4.63249,3.83696,5157.36,98.3157
33,7.0.0.14,1.0.0.1,49153,5032,UL,voip,12,0.032,160,UDP,UDP,1,93,93,0,37.1045,1,0,0.812632,4.49396,3.68133,37.1169,100
34,1.0.0.2,7.0.0.17,49168,5015,DL,social,15,5,500,UDP,UDP,1,4605,4604,1,5141.66,11,0,0.816589,4.51024,3.69365,5157.37,99.9783
35,7.0.0.16,1.0.0.1,49153,5034,UL,social,14,0.25,250,UDP,UDP,1,460,279,181,156.933,138,21,0.822737,4.68396,3.86122,272.075,60.6522
36,7.0.0.15,1.0.0.1,49153,5033,UL,voip,13,0.032,160,UDP,UDP,1,92,92,0,37.108,1,0,0.833684,4.47508,3.6414,37.1213,100
37,1.0.0.2,7.0.0.18,49169,5016,DL,gaming,16,1,500,UDP,UDP,1,915,912,3,1026.07,14,0,0.840842,4.50724,3.6664,1032.38,99.6721
