SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,88923,8,2,253,1.23409,0.0184961,3.76053,0.913458,-17.3292,5.75249
0,2,88923,8,2,253,0.0645809,0.00112666,0.209051,-11.899,-29.4821,-6.79749
0,3,88923,8,2,253,0.730534,0.027723,2.10427,-1.36359,-15.5716,3.23101
0,4,88923,8,2,253,3.05618,0.0745752,6.90189,4.85178,-11.2741,8.38968
0,5,88923,8,2,253,1.65732,0.0368458,3.96278,2.19408,-14.3361,5.98
0,6,88923,8,2,253,0.857588,0.0146857,2.51552,-0.667212,-18.331,4.00628
0,7,88923,8,2,253,1.70397,0.0228236,5.56336,2.31463,-16.4162,7.45337
0,8,88923,8,2,253,0.49134,0.0136361,1.0924,-3.08618,-18.6531,0.383806
0,9,88923,8,2,253,0.269433,0.00743672,0.585942,-5.69549,-21.2862,-2.32145
0,10,88923,8,2,253,0.00845174,0.000204212,0.019794,-20.7305,-36.8992,-17.0347
0,11,88923,8,2,253,0.125089,0.00297135,0.279966,-9.02779,-25.2705,-5.52895
0,12,88923,8,2,253,0.133404,0.00353187,0.28101,-8.74833,-24.5199,-5.51279
0,13,88923,8,2,253,1.25515,0.0403481,2.97751,0.986939,-13.9418,4.73853
0,14,88923,8,2,253,0.853619,0.0257682,1.92889,-0.68736,-15.8892,2.85306
0,15,88923,8,2,253,0.67978,0.0224213,1.57462,-1.67632,-16.4934,1.97176
0,16,88923,8,2,253,0.441892,0.0169306,1.37251,-3.54684,-17.7133,1.37515
0,17,88923,8,2,253,1.7976,0.0439871,4.15933,2.54693,-13.5667,6.19023
0,18,88923,8,2,253,1.8177,0.0550583,3.98328,2.59522,-12.5918,6.00241
0,19,88923,8,2,253,2.43544,0.0322593,8.40232,3.86578,-14.9135,9.24399
0,20,88923,8,2,253,0.29701,0.00985946,0.743914,-5.27229,-20.0615,-1.28477
1,0,6045,2,8,253,1.8083,0.265267,3.60963,2.5727,-5.76317,5.57462
2,0,6016,2,8,253,0.0897143,0.0178063,0.227511,-10.4714,-17.4943,-6.42998
3,0,6426,2,8,253,0.959757,0.214992,2.16812,-0.178386,-6.67578,3.36083
4,0,5950,2,8,253,4.30902,1.28028,7.1455,6.34378,1.07304,8.54032
5,0,5926,2,8,253,2.8785,0.70271,4.2381,4.59166,-1.53224,6.27171
6,0,5906,2,8,253,1.27868,0.257328,2.58531,1.06761,-5.89512,4.12512
7,0,5878,2,8,253,2.51648,0.387681,5.61935,4.00794,-4.11526,7.49686
8,0,5853,2,8,253,0.742981,0.211203,1.02518,-1.29022,-6.753,0.107992
9,0,6409,2,8,253,0.437784,0.130825,0.595637,-3.5874,-8.83308,-2.25019
10,0,8411,2,8,253,0.0121748,0.00343287,0.0207464,-19.1454,-24.6434,-16.8306
11,0,6433,2,8,253,0.174739,0.0492646,0.277652,-7.57611,-13.0747,-5.565
12,0,6124,2,8,253,0.199391,0.056874,0.268107,-7.00294,-12.4509,-5.71692
13,0,1621,2,8,253,1.69035,0.534943,2.76817,2.27975,-2.71692,4.42192
14,0,1630,2,8,253,1.21329,0.346608,1.94625,0.839649,-4.60161,2.89198
15,0,11540,2,8,253,1.11649,0.309223,1.68161,0.478537,-5.09728,2.25725
16,0,9717,2,8,253,0.670146,0.127607,1.361,-1.73831,-8.94124,1.33858
17,0,3974,2,8,253,2.38733,0.746104,4.06353,3.77913,-1.27201,6.08904
18,0,6789,2,8,253,2.69125,0.799184,3.90758,4.29954,-0.97353,5.91908
19,0,6915,2,8,253,3.86464,0.546949,8.56749,5.87109,-2.62053,9.32853
20,0,6902,2,8,253,0.437418,0.109215,0.731168,-3.59103,-9.61717,-1.35983
