Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2781,0,0,0,11.5311,21.0122,18,24,2,2,2,0,-inf,0,0,15.2643,11.7,18.7
2,2771,0,0,0,4.08589,5.75135,3,10,1,1,1,0,-inf,0,0,0.284482,-2.3,4.3
3,2836,0,0,0,4.74506,7.03879,6,8,2,2,2,0,-inf,0,0,1.83914,0.2,2.4
4,2747,0,0,0,13.3316,24.0204,18,25,2,2,2,0,-inf,0,0,19.4524,11.7,21
5,2723,0,0,0,8.05141,13.664,13,15,2,2,2,0,-inf,0,0,8.21311,8.1,10.3
6,2712,0,0,0,14.1283,25.5406,24,27,2,2,2,0,-inf,0,0,21.0938,18.7,22.7
7,2698,0,0,0,13.4941,24.4941,24,25,2,2,2,0,-inf,0,0,19.8364,18.7,21
8,2681,0,0,0,4.6893,7.05222,6,8,1.41701,1,2,0,-inf,0,0,1.71645,0.2,2.4
9,2767,0,0,0,10,17.8168,17,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
10,5324,0,0,0,2,1,1,1,1,1,1,0,-inf,0,0,-4.7,-4.7,-4.7
11,2794,0,0,0,5.65641,9.28024,8,10,1,1,1,0,-inf,0,0,3.64717,2.4,4.3
21,2683,0,0,0,4.53,7.04435,4,8,1.02646,1,2,0,-inf,0,0,1.35807,-2.3,2.4
22,468,0,0,0,7.42735,12.1047,11,13,2,2,2,0,-inf,0,0,6.84017,5.9,8.1
23,465,0,0,0,5.69892,9.2086,7,10,2,2,2,0,-inf,0,0,3.72796,2.4,4.3
24,4774,0,0,0,5.05656,7.84667,4,9,1.10494,1,2,0,-inf,0,0,2.41301,-2.3,4.3
25,4605,0,0,0,10.0543,18.1086,18,22,2,2,2,0,-inf,0,0,11.8249,11.7,16.3
26,1172,0,0,0,5.15102,8.14846,6,11,2,2,2,0,-inf,0,0,2.53029,0.2,5.9
27,3162,0,0,0,4,6,6,6,2,2,2,0,-inf,0,0,0.2,0.2,0.2
28,3227,0,0,0,13.943,24.943,24,25,2,2,2,0,-inf,0,0,20.8689,18.7,21
29,3227,0,0,0,5.27053,8.13325,7,9,2,2,2,0,-inf,0,0,2.91401,2.4,4.3
