NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,212.218,5,3.18579,0.866741,0.0519262,0.895542,0
1,UE,0,100000,100000,0.343112,5,4.43794,0.304422,0.0548526,0.202783,0
2,UE,0,100000,100000,0.341827,5,4.44216,0.304422,0.0535675,0.199854,0
3,UE,0,100000,100000,0.341674,5,4.44266,0.304422,0.0534955,0.199426,0
4,UE,0,100000,100000,0.34174,5,4.44244,0.304422,0.0533543,0.199783,0
5,UE,0,100000,100000,0.347142,5,4.42473,0.304422,0.0565672,0.214282,0
6,UE,0,100000,100000,0.340672,5,4.44594,0.304422,0.0532822,0.196354,0
7,UE,0,100000,100000,0.340389,5,4.44687,0.304422,0.0529971,0.195711,0
8,UE,0,100000,100000,0.345879,5,4.42887,0.304422,0.0554235,0.211282,0
9,UE,0,100000,100000,0.345247,5,4.43094,0.304422,0.0552111,0.209425,0
10,UE,0,100000,100000,0.344921,5,4.43201,0.304422,0.0547124,0.208854,0
11,UE,0,100000,100000,0.344287,5,4.43409,0.304422,0.0540639,0.207425,0
12,UE,0,100000,100000,0.343394,5,4.43702,0.304422,0.0534202,0.20514,0
13,UE,0,100000,100000,0.292658,5,4.60337,0.304422,0.0170708,0.0751416,0
14,UE,0,100000,100000,0.29244,5,4.60408,0.304422,0.0165708,0.0749273,0
15,UE,0,100000,100000,0.323136,5,4.50344,0.304422,0.0372844,0.154855,0
16,UE,0,100000,100000,0.322242,5,4.50637,0.304422,0.037213,0.151998,0
17,UE,0,100000,100000,0.28414,5,4.63129,0.304422,0.0109282,0.0533562,0
18,UE,0,100000,100000,0.305684,5,4.56066,0.304422,0.027564,0.107355,0
19,UE,0,100000,100000,0.304923,5,4.56315,0.304422,0.027498,0.104927,0
20,UE,0,100000,100000,0.304858,5,4.56337,0.304422,0.0272848,0.104927,0
