NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,164.963,5,4.24047,0.458382,0.00645361,0.294696,0
1,UE,0,100000,100000,0.25947,5,4.78613,0.17546,0.00695339,0.0314603,0
2,UE,0,100000,100000,0.263421,5,4.77317,0.17546,0.0093277,0.0420393,0
3,UE,0,100000,100000,0.258751,5,4.78848,0.17546,0.0064089,0.029648,0
4,UE,0,100000,100000,0.259236,5,4.78689,0.17546,0.00660527,0.0310406,0
5,UE,0,100000,100000,0.275026,5,4.73512,0.17546,0.0529763,0.0364418,0
6,UE,0,100000,100000,0.259184,5,4.78706,0.17546,0.00654279,0.0309335,0
7,UE,0,100000,100000,0.258359,5,4.78977,0.17546,0.00631075,0.0284606,0
8,UE,0,100000,100000,0.262572,5,4.77596,0.17546,0.0189795,0.0296033,0
9,UE,0,100000,100000,0.258193,5,4.79031,0.17546,0.00608756,0.0281392,0
10,UE,0,100000,100000,0.262435,5,4.7764,0.17546,0.0108636,0.037272,0
11,UE,0,100000,100000,0.264091,5,4.77098,0.17546,0.0159883,0.0375754,0
12,UE,0,100000,100000,0.260459,5,4.78289,0.17546,0.010114,0.0315405,0
13,UE,0,100000,100000,0.251672,5,4.81169,0.17546,0.00168702,0.0111591,0
14,UE,0,100000,100000,0.252835,5,4.80788,0.17546,0.0021958,0.0144622,0
15,UE,0,100000,100000,0.257063,5,4.79402,0.17546,0.00497179,0.0255502,0
16,UE,0,100000,100000,0.25609,5,4.79726,0.17546,0.00468619,0.0225953,0
17,UE,0,100000,100000,0.252236,5,4.80985,0.17546,0.00177629,0.0129177,0
18,UE,0,100000,100000,0.25617,5,4.79695,0.17546,0.00991827,0.0176762,0
19,UE,0,100000,100000,0.253897,5,4.8044,0.17546,0.00315091,0.0169887,0
20,UE,0,100000,100000,0.257347,5,4.79309,0.17546,0.0129091,0.0185422,0
