Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2783,0,0,0,11.7377,21.0553,15,27,2,2,2,0,-inf,0,0,15.776,10.3,22.7
2,3044,0,0,0,14.0407,25.2993,18,27,2,2,2,0,-inf,0,0,20.9409,11.7,22.7
3,2832,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
4,2869,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2731,0,0,0,5.1743,7.94837,2,13,1.02856,1,2,0,-inf,0,0,2.6379,-4.7,8.1
6,2865,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2691,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2841,0,0,0,5.16755,7.79373,5,13,1.00176,1,2,0,-inf,0,0,2.64579,0.2,8.1
9,2662,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,2895,0,0,0,6.80864,10.9827,7,21,1.96822,1,2,0,-inf,0,0,5.76359,2.4,16.3
21,2759,0,0,0,8.5705,14.5872,11,18,1,1,1,0,-inf,0,0,9.3232,5.9,11.7
22,2783,0,0,0,9.3428,16.1419,10,22,1.61013,1,2,0,-inf,0,0,10.8397,4.3,16.3
23,374,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,465,0,0,0,14.9828,26.9763,25,27,2,2,2,0,-inf,0,0,22.6708,21,22.7
25,4934,0,0,0,10.2096,17.9276,13,26,1.5908,1,2,0,-inf,0,0,12.5318,8.1,21
26,4656,0,0,0,14.9624,26.9448,25,27,2,2,2,0,-inf,0,0,22.6361,21,22.7
27,1308,0,0,0,7.91667,13.1514,9,21,1.96407,1,2,0,-inf,0,0,7.91498,4.3,16.3
28,3624,0,0,0,5.99283,9.54194,5,13,1.00414,1,2,0,-inf,0,0,4.22552,0.2,8.1
29,3343,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,3744,0,0,0,5.88622,9.31731,5,17,1.46047,1,2,0,-inf,0,0,4.0316,0.2,11.7
