Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,9007,0,0,0,8.9748,15.446,2,24,1.98468,1,2,0,-inf,0,0,9.98741,-4.7,18.7
2,9324,0,0,0,9.15583,15.8958,1,26,1.71611,1,2,0,-inf,0,0,10.2952,-4.7,21
3,8450,0,0,0,14.9279,26.8614,5,27,1.99988,1,2,0,-inf,0,0,22.5524,0.2,22.7
4,8446,0,0,0,14.9961,26.9935,22,27,2,2,2,0,-inf,0,0,22.692,16.3,22.7
5,19560,0,0,0,3.609,4.83635,0,13,1.00256,1,2,0,-inf,0,0,-0.389371,-4.7,8.1
6,8376,0,0,0,14.9981,26.9964,13,27,2,2,2,0,-inf,0,0,22.6961,8.1,22.7
7,8226,0,0,0,14.9844,26.9696,4,27,1.99891,1,2,0,-inf,0,0,22.6682,-2.3,22.7
8,21426,0,0,0,3.30556,4.17306,0,10,1,1,1,0,-inf,0,0,-1.47056,-4.7,4.3
9,8203,0,0,0,14.9968,26.994,10,27,2,2,2,0,-inf,0,0,22.6935,4.3,22.7
10,18174,0,0,0,3.71421,4.9567,1,9,1.00011,1,2,0,-inf,0,0,-0.556911,-4.7,4.3
21,13911,0,0,0,5.02861,7.65905,0,15,1.06851,1,2,0,-inf,0,0,2.35806,-4.7,10.3
22,12859,0,0,0,5.46629,8.49809,0,15,1.1053,1,2,0,-inf,0,0,3.20006,-4.7,10.3
23,2889,0,0,0,14.919,26.8505,17,27,2,2,2,0,-inf,0,0,22.5287,11.7,22.7
24,2813,0,0,0,8.8546,15.1571,5,17,1.97867,1,2,0,-inf,0,0,9.95691,0.2,11.7
25,18227,0,0,0,5.3847,8.3198,0,15,1,1,1,0,-inf,0,0,2.9827,-4.7,10.3
26,17293,0,0,0,13.6271,24.5389,6,27,1.99572,1,2,0,-inf,0,0,20.0255,0.2,22.7
27,9490,0,0,0,7.35111,12.1961,0,22,1.61243,1,2,0,-inf,0,0,7.03903,-4.7,16.3
28,17851,0,0,0,3.42586,4.57341,0,14,1.04022,1,2,0,-inf,0,0,-0.463576,-4.7,8.1
29,10386,0,0,0,12.4267,22.0195,5,27,1.99981,1,2,0,-inf,0,0,17.383,0.2,22.7
30,21628,0,0,0,3.97554,5.52802,0,10,1.00878,1,2,0,-inf,0,0,0.0269512,-4.7,4.3
