SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,18024,8,2,261,1.33253,0.0453186,3.87798,1.24678,-13.4372,5.88606
0,2,18024,8,2,261,0.222346,0.00353384,0.545844,-6.5297,-24.5175,-2.62932
0,3,18024,8,2,261,1.34974,0.029794,4.05989,1.30249,-15.2587,6.08515
0,4,18024,8,2,261,3.14771,0.119906,7.01413,4.97995,-9.21159,8.45974
0,5,18024,8,2,261,1.86068,0.0292391,4.59314,2.69673,-15.3404,6.6211
0,6,18024,8,2,261,1.20091,0.00719129,3.07774,0.795105,-21.4319,4.88232
0,7,18024,8,2,261,1.60531,0.0160667,3.68891,2.0556,-17.9407,5.66898
0,8,18024,8,2,261,0.710951,0.013209,1.72843,-1.48161,-18.7913,2.37653
0,9,18024,8,2,261,0.741093,0.00967584,1.56701,-1.30127,-20.1431,1.95073
0,10,18024,8,2,261,0.0826159,0.00148154,0.18412,-10.8294,-28.2929,-7.349
0,11,18024,8,2,261,0.258968,0.00463888,0.690398,-5.86753,-23.3359,-1.609
0,12,18024,8,2,261,0.280865,0.00523457,0.635128,-5.51502,-22.8112,-1.97139
0,13,18024,8,2,261,1.58498,0.0413199,3.46678,2.00024,-13.8384,5.39926
0,14,18024,8,2,261,1.20516,0.0257688,3.12729,0.810449,-15.8891,4.95168
0,15,18024,8,2,261,0.877821,0.0150762,2.13483,-0.565942,-18.2171,3.29364
0,16,18024,8,2,261,1.19119,0.0138375,2.80172,0.759804,-18.5894,4.47424
0,17,18024,8,2,261,1.62018,0.0239992,3.52524,2.09565,-16.198,5.47188
0,18,18024,8,2,261,1.89109,0.0324516,4.26565,2.76711,-14.8876,6.29985
0,19,18024,8,2,261,2.03241,0.0140244,5.12673,3.08011,-18.5312,7.09841
0,20,18024,8,2,261,0.808725,0.0420676,2.03393,-0.921989,-13.7605,3.08336
1,0,1516,2,8,261,3.46496,0.850772,6.01611,5.39698,-0.701867,7.79315
2,0,1534,2,8,261,0.477918,0.145479,0.680735,-3.20647,-8.37199,-1.67022
3,0,1699,2,8,261,2.30815,0.57293,3.83591,3.63264,-2.41898,5.83868
4,0,1499,2,8,261,7.48013,2.2274,10.7358,8.73909,3.47798,10.3084
5,0,1666,2,8,261,3.4365,1.12193,5.00368,5.36117,0.499674,6.9929
6,0,1479,2,8,261,1.21507,0.370636,1.92162,0.845998,-4.31052,2.83667
7,0,1470,2,8,261,2.22602,0.669503,3.95218,3.47528,-1.74247,5.96837
8,0,1631,2,8,261,1.18009,0.419775,1.8766,0.719141,-3.76983,2.73371
9,0,1539,2,8,261,0.856241,0.317321,1.29174,-0.674039,-4.98502,1.11176
10,0,1445,2,8,261,0.134728,0.0455542,0.21457,-8.70543,-13.4147,-6.68431
11,0,1822,2,8,261,0.365516,0.101676,0.628983,-4.37094,-9.9278,-2.01361
12,0,1431,2,8,261,0.436338,0.155914,0.738551,-3.60177,-8.07114,-1.31619
13,0,683,2,8,261,2.50719,0.875662,3.69789,3.99187,-0.576637,5.67954
14,0,682,2,8,261,1.90923,0.634215,2.87058,2.80858,-1.97763,4.57969
15,0,1282,2,8,261,1.51536,0.464069,2.27497,1.80516,-3.33418,3.56976
16,0,1046,2,8,261,1.86522,0.58522,2.81443,2.7073,-2.32681,4.49391
17,0,313,2,8,261,2.43744,0.874893,3.89657,3.86933,-0.580451,5.90682
18,0,757,2,8,261,2.69751,1.0437,4.6787,4.30962,0.185777,6.70125
19,0,858,2,8,261,2.95818,0.871802,5.3575,4.71024,-0.595823,7.28962
20,0,849,2,8,261,1.24719,0.332514,1.99729,0.959333,-4.7819,3.00442
