Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,4496,0,0,0,13.9028,24.9028,24,25,2,2,2,0,-inf,0,0,20.7764,18.7,21
2,4967,0,0,0,8.97121,15.2136,12,22,2,2,2,0,-inf,0,0,10.0659,5.9,16.3
3,4432,0,0,0,14,25.2477,25,26,2,2,2,0,-inf,0,0,21,21,21
4,4418,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,4363,0,0,0,14.2815,25.5629,25,27,2,2,2,0,-inf,0,0,21.4785,21,22.7
6,4345,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
7,4315,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,4277,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,4290,0,0,0,9.98252,17.2681,16,18,2,2,2,0,-inf,0,0,11.6755,10.3,11.7
10,5001,0,0,0,4.36633,6.31694,5,7,2,2,2,0,-inf,0,0,1.00592,0.2,2.4
11,4567,0,0,0,5.28049,8.04204,6,9,2,2,2,0,-inf,0,0,2.89674,0.2,4.3
21,4176,0,0,0,11.4883,20.6789,18,27,2,2,2,0,-inf,0,0,14.9742,11.7,22.7
22,2878,0,0,0,14.7019,26.4038,25,27,2,2,2,0,-inf,0,0,22.1932,21,22.7
23,2867,0,0,0,14.2996,25.5992,25,27,2,2,2,0,-inf,0,0,21.5093,21,22.7
24,4103,0,0,0,11.2098,20.1172,18,25,2,2,2,0,-inf,0,0,14.5129,11.7,21
25,4050,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,4020,0,0,0,12.642,23.2841,18,24,2,2,2,0,-inf,0,0,17.8466,11.7,18.7
27,4966,0,0,0,11.1184,20.2368,18,22,2,2,2,0,-inf,0,0,14.2723,11.7,16.3
28,4190,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,4773,0,0,0,11.2816,20.136,18,23,2,2,2,0,-inf,0,0,14.6904,11.7,18.7
