NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,128.093,5,3.17875,0.86471,0.0595683,0.89697,0
1,UE,0,100000,100000,0.34314,5,4.43773,0.304636,0.0548526,0.202783,0
2,UE,0,100000,100000,0.342508,5,4.4398,0.304636,0.0544246,0.20114,0
3,UE,0,100000,100000,0.341767,5,4.44223,0.304636,0.0536384,0.199497,0
4,UE,0,100000,100000,0.34179,5,4.44216,0.304636,0.0532829,0.199926,0
5,UE,0,100000,100000,0.346581,5,4.42645,0.304636,0.0564935,0.212425,0
6,UE,0,100000,100000,0.3407,5,4.44573,0.304636,0.0532822,0.196354,0
7,UE,0,100000,100000,0.340417,5,4.44666,0.304636,0.0529971,0.195711,0
8,UE,0,100000,100000,0.346451,5,4.42687,0.304636,0.0553521,0.213139,0
9,UE,0,100000,100000,0.345232,5,4.43087,0.304636,0.0552111,0.209282,0
10,UE,0,100000,100000,0.34497,5,4.43173,0.304636,0.0548521,0.208782,0
11,UE,0,100000,100000,0.344337,5,4.4338,0.304636,0.0540639,0.207497,0
12,UE,0,100000,100000,0.34157,5,4.44288,0.304636,0.0539916,0.198497,0
13,UE,0,100000,100000,0.292686,5,4.60315,0.304636,0.0170708,0.0751416,0
14,UE,0,100000,100000,0.293013,5,4.60208,0.304636,0.0167851,0.0764987,0
15,UE,0,100000,100000,0.323163,5,4.50322,0.304636,0.0372844,0.154855,0
16,UE,0,100000,100000,0.32227,5,4.50615,0.304636,0.037213,0.151998,0
17,UE,0,100000,100000,0.284168,5,4.63108,0.304636,0.0109282,0.0533562,0
18,UE,0,100000,100000,0.305582,5,4.56087,0.304636,0.0267101,0.107784,0
19,UE,0,100000,100000,0.305242,5,4.56108,0.306205,0.027498,0.105213,0
20,UE,0,100000,100000,0.305038,5,4.56265,0.304636,0.0272848,0.105427,0
