SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,37964,2,2,253,0.308005,0.0678556,0.958822,-5.11442,-11.6841,-0.182621
0,2,37964,2,2,253,0.0162252,0.00368456,0.0542505,-17.8981,-24.3361,-12.656
0,3,37964,2,2,253,0.183134,0.0511105,0.539495,-7.37231,-12.9149,-2.68013
0,4,37964,2,2,253,0.765779,0.298942,1.7303,-1.15897,-5.24412,2.38122
0,5,37964,2,2,253,0.411182,0.125988,1.00715,-3.85966,-8.9967,0.0309252
0,6,37964,2,2,253,0.209703,0.0610465,0.62565,-6.78396,-12.1434,-2.03669
0,7,37964,2,2,253,0.415463,0.0857153,1.41675,-3.81468,-10.6694,1.51292
0,8,37964,2,2,253,0.122589,0.0550535,0.27603,-9.11548,-12.5922,-5.59044
0,9,37964,2,2,253,0.0663583,0.0308008,0.146972,-11.7811,-15.1144,-8.32765
0,10,37964,2,2,253,0.00209624,0.000593015,0.00489415,-26.7856,-32.2693,-23.1032
0,11,37964,2,2,253,0.0308959,0.012918,0.0703545,-15.101,-18.888,-11.5271
0,12,37964,2,2,253,0.0332215,0.0108892,0.0707344,-14.7858,-19.63,-11.5037
0,13,37964,2,2,253,0.315842,0.119342,0.752952,-5.0053,-9.23206,-1.23233
0,14,37964,2,2,253,0.211561,0.0890115,0.485744,-6.74565,-10.5055,-3.13592
0,15,37964,2,2,253,0.170135,0.0696703,0.39546,-7.69207,-11.5695,-4.02898
0,16,37964,2,2,253,0.109832,0.0270762,0.355552,-9.59272,-15.6741,-4.49096
0,17,37964,2,2,253,0.447654,0.188444,1.05094,-3.49057,-7.24817,0.215788
0,18,37964,2,2,253,0.45128,0.197767,0.999375,-3.45554,-7.03846,-0.00271318
0,19,37964,2,2,253,0.590738,0.121383,2.13116,-2.28605,-9.15843,3.28616
0,20,37964,2,2,253,0.0738374,0.0257089,0.189948,-11.3172,-15.8992,-7.21364
1,0,1883,2,2,253,0.410437,0.0641589,0.931118,-3.86754,-11.9274,-0.309951
2,0,2557,2,2,253,0.0183226,0.00432699,0.0576171,-17.3701,-23.6381,-12.3945
3,0,1962,2,2,253,0.190985,0.0522121,0.52078,-7.19001,-12.8223,-2.83346
4,0,1863,2,2,253,0.892859,0.311031,1.62817,-0.492169,-5.07196,2.11699
5,0,1869,2,2,253,0.667267,0.17742,1.09699,-1.757,-7.50996,0.402019
6,0,1854,2,2,253,0.286455,0.0621503,0.626543,-5.42944,-12.0656,-2.03049
7,0,1842,2,2,253,0.51258,0.093503,1.41587,-2.90239,-10.2917,1.51024
8,0,2286,2,2,253,0.17281,0.0517277,0.255018,-7.62432,-12.8628,-5.93429
9,0,1930,2,2,253,0.1047,0.0316361,0.148908,-9.80052,-14.9982,-8.27081
10,0,8930,2,2,253,0.00228633,0.000865454,0.00488464,-26.4086,-30.6276,-23.1117
11,0,1877,2,2,253,0.047073,0.0123174,0.0694132,-13.2723,-19.0948,-11.5856
12,0,2464,2,2,253,0.0476057,0.014114,0.0689128,-13.2234,-18.5035,-11.617
13,0,1057,2,2,253,0.391214,0.133247,0.681497,-4.07586,-8.75344,-1.66536
14,0,1105,2,2,253,0.266182,0.082883,0.486565,-5.74822,-10.8153,-3.12859
15,0,1889,2,2,253,0.240423,0.0767137,0.420421,-6.19024,-11.1513,-3.76316
16,0,1432,2,2,253,0.154208,0.03144,0.340251,-8.11893,-15.0252,-4.68201
17,0,1090,2,2,253,0.512797,0.181729,1.0137,-2.90055,-7.40575,0.0591011
18,0,1330,2,2,253,0.599247,0.196357,0.972496,-2.22394,-7.06953,-0.121121
19,0,1128,2,2,253,0.594262,0.13216,1.95232,-2.26022,-8.78901,2.9055
20,0,1272,2,2,253,0.0926159,0.0270857,0.182792,-10.3331,-15.6726,-7.38043
