Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2327,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,2176,0,0,0,14.8226,26.8019,10,27,2,2,2,0,-inf,0,0,22.3919,4.3,22.7
3,2337,0,0,0,14.9769,26.9555,3,27,1.99957,1,2,0,-inf,0,0,22.6524,-2.3,22.7
4,2330,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2331,0,0,0,14.9966,26.9931,11,27,2,2,2,0,-inf,0,0,22.6928,5.9,22.7
6,2318,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2307,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2286,0,0,0,14.9873,26.9808,16,27,2,2,2,0,-inf,0,0,22.6753,10.3,22.7
9,2285,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,2275,0,0,0,14.9978,26.996,18,27,2,2,2,0,-inf,0,0,22.6952,11.7,22.7
21,2258,0,0,0,14.9982,26.9982,26,27,2,2,2,0,-inf,0,0,22.697,21,22.7
22,2191,0,0,0,14.8179,26.7435,8,27,2,2,2,0,-inf,0,0,22.3843,2.4,22.7
23,1714,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,1716,0,0,0,14.9505,26.9038,2,27,1.99767,1,2,0,-inf,0,0,22.5969,-4.7,22.7
25,2223,0,0,0,14.9987,26.9978,24,27,2,2,2,0,-inf,0,0,22.6974,18.7,22.7
26,2219,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
27,2213,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
28,2032,0,0,0,14.3337,25.7928,13,27,1.98228,1,2,0,-inf,0,0,21.3483,8.1,22.7
29,2189,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,2185,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
