NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,416.802,5,3.75093,0.77506,0.0199269,0.45408,0
1,UE,0,100000,100000,0.298261,5,4.6103,0.260312,0.0254627,0.103926,0
2,UE,0,100000,100000,0.30057,5,4.60273,0.260312,0.0267841,0.110176,0
3,UE,0,100000,100000,0.30033,5,4.60351,0.260312,0.0261055,0.110069,0
4,UE,0,100000,100000,0.297923,5,4.61141,0.260312,0.0257484,0.102533,0
5,UE,0,100000,100000,0.29728,5,4.61351,0.260312,0.024927,0.101248,0
6,UE,0,100000,100000,0.297161,5,4.61391,0.260312,0.0247842,0.100998,0
7,UE,0,100000,100000,0.296725,5,4.61533,0.260312,0.0246056,0.0997477,0
8,UE,0,100000,100000,0.299666,5,4.60569,0.260312,0.0257484,0.108247,0
9,UE,0,100000,100000,0.298152,5,4.61066,0.260312,0.0250699,0.103962,0
10,UE,0,100000,100000,0.299078,5,4.60762,0.260312,0.0253913,0.106676,0
11,UE,0,100000,100000,0.296137,5,4.61726,0.260312,0.0240699,0.0983549,0
12,UE,0,100000,100000,0.298642,5,4.60905,0.260312,0.0250699,0.105569,0
13,UE,0,100000,100000,0.274395,5,4.68855,0.260312,0.00839232,0.0427489,0
14,UE,0,100000,100000,0.274319,5,4.6888,0.260312,0.00835661,0.0425346,0
15,UE,0,100000,100000,0.289449,5,4.63919,0.260312,0.0184269,0.0820695,0
16,UE,0,100000,100000,0.285375,5,4.65255,0.260312,0.0168561,0.0702841,0
17,UE,0,100000,100000,0.269603,5,4.70426,0.260312,0.00514254,0.0302849,0
18,UE,0,100000,100000,0.282205,5,4.66294,0.260312,0.0144277,0.0623199,0
19,UE,0,100000,100000,0.277391,5,4.67873,0.260312,0.0118207,0.0491417,0
20,UE,0,100000,100000,0.279232,5,4.67269,0.260312,0.0123921,0.0546058,0
