Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,8917,0,0,0,14.2955,25.6876,25,27,2,2,2,0,-inf,0,0,21.5024,21,22.7
2,8966,0,0,0,4.73366,7.17354,5,9,1.93408,1,2,0,-inf,0,0,1.77163,0.2,4.3
3,9249,0,0,0,7.82982,12.7566,10,15,2,2,2,0,-inf,0,0,7.76952,4.3,10.3
4,8551,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,8508,0,0,0,9.82134,17.5874,16,18,2,2,2,0,-inf,0,0,11.4499,10.3,11.7
6,8449,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,8415,0,0,0,14.7674,26.535,25,27,2,2,2,0,-inf,0,0,22.3046,21,22.7
8,8897,0,0,0,6.24312,10.0382,6,14,2,2,2,0,-inf,0,0,4.69472,0.2,8.1
9,8559,0,0,0,13.306,24.261,18,25,2,2,2,0,-inf,0,0,19.4035,11.7,21
10,11720,0,0,0,2.95887,3.41288,2,5,1.28387,1,2,0,-inf,0,0,-2.37443,-4.7,0.2
11,9320,0,0,0,5.33015,8.22822,5,15,1.99592,1,2,0,-inf,0,0,2.97057,0.2,10.3
21,8878,0,0,0,5.35357,8.32665,5,10,1.76898,1,2,0,-inf,0,0,3.04854,0.2,4.3
22,2940,0,0,0,9.5898,16.5898,16,17,2,2,2,0,-inf,0,0,11.1257,10.3,11.7
23,3655,0,0,0,7.21751,11.435,9,15,2,2,2,0,-inf,0,0,6.63773,4.3,10.3
24,18809,0,0,0,7.00074,11.5899,8,15,2,2,2,0,-inf,0,0,6.18483,2.4,10.3
25,18776,0,0,0,13.1363,23.7019,18,25,2,2,2,0,-inf,0,0,19.0025,11.7,21
26,9827,0,0,0,8.02371,13.4009,11,15,2,2,2,0,-inf,0,0,8.15216,5.9,10.3
27,15835,0,0,0,8.17367,13.7679,11,16,2,2,2,0,-inf,0,0,8.48207,5.9,10.3
28,15721,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,15634,0,0,0,8.16419,13.9391,13,15,2,2,2,0,-inf,0,0,8.46123,8.1,10.3
