Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,4519,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,4498,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
3,4423,0,0,0,14.0554,25.2485,9,27,1.9991,1,2,0,-inf,0,0,21.0457,4.3,22.7
4,4439,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,3491,0,0,0,10.8009,19.3985,4,24,1.99771,1,2,0,-inf,0,0,13.5724,-2.3,18.7
6,4347,0,0,0,14.9425,26.9048,10,27,1.99885,1,2,0,-inf,0,0,22.5921,4.3,22.7
7,4345,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,3326,0,0,0,12.7712,23.1115,2,26,1.97956,1,2,0,-inf,0,0,18.1997,-4.7,21
9,4287,0,0,0,14.9967,26.9942,25,27,2,2,2,0,-inf,0,0,22.6944,21,22.7
10,3236,0,0,0,12.9042,23.0757,6,27,1.96755,1,2,0,-inf,0,0,18.5716,0.2,22.7
11,4204,0,0,0,14.9795,26.9684,25,27,2,2,2,0,-inf,0,0,22.6652,21,22.7
21,4161,0,0,0,14.2531,25.6652,16,27,1.99952,1,2,0,-inf,0,0,21.3984,10.3,22.7
22,2772,0,0,0,14.9975,26.9949,15,27,2,2,2,0,-inf,0,0,22.6949,10.3,22.7
23,2869,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,4102,0,0,0,14.9756,26.9647,25,27,2,2,2,0,-inf,0,0,22.6586,21,22.7
25,4082,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,4128,0,0,0,14.4743,26.0938,13,27,1.99976,1,2,0,-inf,0,0,21.8057,8.1,22.7
27,3208,0,0,0,11.0312,19.7868,7,25,1.99532,1,2,0,-inf,0,0,14.113,2.4,21
28,4102,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,4083,0,0,0,13.4818,24.2099,7,25,1.99927,1,2,0,-inf,0,0,19.8054,2.4,21
