NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,302.009,5,1.13772,0.75787,1.20655,1.89787,0
1,UE,0,100000,100000,0.387715,5,4.28897,0.309422,0.103113,0.298495,0
2,UE,0,100000,100000,0.389849,5,4.28197,0.309422,0.105681,0.302924,0
3,UE,0,100000,100000,0.391748,5,4.27575,0.309422,0.103835,0.310995,0
4,UE,0,100000,100000,0.387634,5,4.28924,0.309422,0.0987028,0.302638,0
5,UE,0,100000,100000,0.391445,5,4.27674,0.309422,0.0994852,0.314352,0
6,UE,0,100000,100000,0.38829,5,4.28709,0.309422,0.0976396,0.305853,0
7,UE,0,100000,100000,0.38744,5,4.28987,0.309422,0.0968517,0.303853,0
8,UE,0,100000,100000,0.386196,5,4.29395,0.309422,0.0954873,0.301138,0
9,UE,0,100000,100000,0.38672,5,4.29223,0.309422,0.0951357,0.30321,0
10,UE,0,100000,100000,0.388681,5,4.2858,0.309422,0.098565,0.30621,0
11,UE,0,100000,100000,0.384187,5,4.30054,0.309422,0.0928311,0.29721,0
12,UE,0,100000,100000,0.382417,5,4.30634,0.309422,0.0926684,0.291567,0
13,UE,0,100000,100000,0.35097,5,4.40931,0.309422,0.0637711,0.217497,0
14,UE,0,100000,100000,0.351489,5,4.40761,0.309422,0.0636889,0.219282,0
15,UE,0,100000,100000,0.382462,5,4.30395,0.313263,0.090292,0.292496,0
16,UE,0,100000,100000,0.38112,5,4.30957,0.311203,0.0927291,0.286496,0
17,UE,0,100000,100000,0.403587,5,4.22722,0.326348,0.0941524,0.352281,0
18,UE,0,100000,100000,0.366286,5,4.35923,0.309422,0.0929237,0.238425,0
19,UE,0,100000,100000,0.56897,5,3.28404,1.02513,0.125978,0.56485,0
20,UE,0,100000,100000,0.377419,5,4.32273,0.309422,0.084997,0.282853,0
