SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,63956,2,2,261,0.509875,0.129284,0.928831,-2.92536,-8.88455,-0.320633
0,2,63956,2,2,261,0.0929136,0.0392083,0.163872,-10.3192,-14.0662,-7.85496
0,3,63956,2,2,261,0.557291,0.193527,1.03034,-2.53918,-7.13259,0.129789
0,4,63956,2,2,261,1.31382,0.407343,1.9957,1.18537,-3.9004,3.00096
0,5,63956,2,2,261,0.767117,0.23523,1.28947,-1.15139,-6.28507,1.10412
0,6,63956,2,2,261,0.475079,0.144542,0.849035,-3.23234,-8.40005,-0.710743
0,7,63956,2,2,261,0.662743,0.118037,1.16439,-1.78655,-9.27981,0.660996
0,8,63956,2,2,261,0.276972,0.113435,0.438161,-5.57564,-9.45251,-3.58367
0,9,63956,2,2,261,0.283499,0.0754969,0.427501,-5.47449,-11.2207,-3.69063
0,10,63956,2,2,261,0.0327565,0.011506,0.0506715,-14.847,-19.3907,-12.9524
0,11,63956,2,2,261,0.11589,0.0308952,0.190369,-9.35953,-15.1011,-7.20404
0,12,63956,2,2,261,0.117863,0.041691,0.178161,-9.28624,-13.7996,-7.49187
0,13,63956,2,2,261,0.629028,0.201466,0.934495,-2.0133,-6.95798,-0.294231
0,14,63956,2,2,261,0.489612,0.180772,0.802378,-3.10148,-7.4287,-0.956209
0,15,63956,2,2,261,0.327311,0.0857286,0.510932,-4.85039,-10.6687,-2.91637
0,16,63956,2,2,261,0.467901,0.120513,0.722676,-3.29846,-9.18966,-1.41056
0,17,63956,2,2,261,0.650044,0.165328,1.02199,-1.87058,-7.81654,0.0944677
0,18,63956,2,2,261,0.723122,0.195129,1.09128,-1.40788,-7.09678,0.379363
0,19,63956,2,2,261,0.79124,0.165215,1.33469,-1.01692,-7.8195,1.25382
0,20,63956,2,2,261,0.347739,0.0849542,0.536699,-4.58746,-10.7082,-2.70269
1,0,5625,2,2,261,0.892101,0.167188,1.29917,-0.495859,-7.76795,1.13665
2,0,5618,2,2,261,0.131002,0.0389511,0.170625,-8.82722,-14.0948,-7.67959
3,0,6105,2,2,261,0.696009,0.186591,0.958901,-1.57385,-7.29109,-0.182264
4,0,5529,2,2,261,2.31837,0.699508,2.8042,3.65183,-1.55207,4.4781
5,0,5516,2,2,261,1.0432,0.286783,1.31475,0.183691,-5.42447,1.18844
6,0,5503,2,2,261,0.35383,0.078077,0.464111,-4.51205,-11.0748,-3.33378
7,0,5933,2,2,261,0.710893,0.121583,1.02902,-1.48196,-9.15128,0.124247
8,0,5859,2,2,261,0.366162,0.117434,0.449372,-4.36326,-9.30206,-3.47394
9,0,5414,2,2,261,0.272324,0.069447,0.3245,-5.64914,-11.5835,-4.88786
10,0,5247,2,2,261,0.0423976,0.0129177,0.0512484,-13.7266,-18.8882,-12.9032
11,0,5411,2,2,261,0.127212,0.0258098,0.162898,-8.95471,-15.8821,-7.88085
12,0,6080,2,2,261,0.157534,0.0426862,0.19064,-8.02626,-13.6971,-7.19785
13,0,1246,2,2,261,0.730028,0.23014,0.929844,-1.36661,-6.38009,-0.315897
14,0,1228,2,2,261,0.573036,0.184542,0.721166,-2.41818,-7.33905,-1.41965
15,0,7618,2,2,261,0.395082,0.0853474,0.499848,-4.03312,-10.6881,-3.01162
16,0,7483,2,2,261,0.558785,0.120192,0.703892,-2.52756,-9.20125,-1.52494
17,0,1866,2,2,261,0.753304,0.165271,1.02136,-1.2303,-7.81803,0.0917817
18,0,6437,2,2,261,0.883618,0.1984,1.09646,-0.537357,-7.02458,0.39994
19,0,6911,2,2,261,0.917114,0.16166,1.28631,-0.375768,-7.91399,1.09346
20,0,6361,2,2,261,0.398436,0.10062,0.499443,-3.99642,-9.97315,-3.01514
