SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,385178,2,2,253,0.484935,0.0678557,1.02264,-3.14316,-11.6841,0.0972277
0,2,385178,2,2,253,0.0260655,0.00368456,0.0617438,-15.8393,-24.3361,-12.0941
0,3,385178,2,2,253,0.260519,0.0511105,0.539495,-5.84161,-12.9149,-2.68013
0,4,385178,2,2,253,1.1386,0.298942,1.76848,0.563699,-5.24412,2.476
0,5,385178,2,2,253,0.629131,0.125988,1.05121,-2.01259,-8.99671,0.216913
0,6,385178,2,2,253,0.333634,0.0610465,0.6773,-4.7673,-12.1434,-1.69219
0,7,385178,2,2,253,0.684104,0.0857153,1.56848,-1.64878,-10.6694,1.9548
0,8,385178,2,2,253,0.185318,0.0550535,0.284989,-7.32082,-12.5922,-5.45172
0,9,385178,2,2,253,0.099714,0.0308007,0.147208,-10.0124,-15.1144,-8.32069
0,10,385178,2,2,253,0.00316678,0.000593015,0.0050501,-24.9938,-32.2693,-22.967
0,11,385178,2,2,253,0.0463913,0.012918,0.0703304,-13.3356,-18.888,-11.5286
0,12,385178,2,2,253,0.0499256,0.0108892,0.0729414,-13.0168,-19.63,-11.3703
0,13,385178,2,2,253,0.45964,0.119342,0.752952,-3.37583,-9.23206,-1.23233
0,14,385178,2,2,253,0.311015,0.0890115,0.485744,-5.07218,-10.5055,-3.13592
0,15,385178,2,2,253,0.24773,0.0696703,0.395442,-6.06021,-11.5695,-4.02917
0,16,385178,2,2,253,0.156315,0.0270762,0.355561,-8.05999,-15.6741,-4.49086
0,17,385178,2,2,253,0.67925,0.188444,1.08787,-1.6797,-7.24817,0.36577
0,18,385178,2,2,253,0.661304,0.197765,0.999375,-1.79599,-7.0385,-0.00271317
0,19,385178,2,2,253,0.979097,0.121382,2.3873,-0.0917429,-9.15846,3.77907
0,20,385178,2,2,253,0.106867,0.0257114,0.189948,-9.71158,-15.8987,-7.21364
1,0,17756,2,2,253,0.498096,0.064159,0.931119,-3.02687,-11.9274,-0.309949
2,0,35328,2,2,253,0.0298122,0.00432699,0.0624277,-15.2561,-23.6381,-12.0462
3,0,30372,2,2,253,0.30743,0.0997757,0.551157,-5.12254,-10.0098,-2.58725
4,0,17359,2,2,253,1.25267,0.311031,1.62817,0.978361,-5.07196,2.11699
5,0,22423,2,2,253,0.745439,0.17742,1.09699,-1.27588,-7.50996,0.402019
6,0,17219,2,2,253,0.359311,0.0621503,0.626543,-4.4453,-12.0656,-2.03049
7,0,17005,2,2,253,0.734773,0.093503,1.45306,-1.33847,-10.2917,1.62283
8,0,33861,2,2,253,0.197523,0.0564026,0.265408,-7.04382,-12.487,-5.76086
9,0,16002,2,2,253,0.114757,0.0373961,0.149779,-9.40221,-14.2717,-8.24549
10,0,34344,2,2,253,0.00353564,0.000865454,0.00488464,-24.5153,-30.6276,-23.1117
11,0,26811,2,2,253,0.0522066,0.0123174,0.0694132,-12.8227,-19.0948,-11.5856
12,0,33840,2,2,253,0.0551071,0.014114,0.0710657,-12.5879,-18.5035,-11.4834
13,0,6361,2,2,253,0.505734,0.185981,0.692053,-2.96078,-7.30531,-1.59861
14,0,9852,2,2,253,0.335231,0.123266,0.489789,-4.74656,-9.09157,-3.09991
15,0,33480,2,2,253,0.303463,0.108457,0.420405,-5.17895,-9.64741,-3.76333
16,0,26977,2,2,253,0.185571,0.0577522,0.340256,-7.31491,-12.3843,-4.68195
17,0,18655,2,2,253,0.756951,0.181729,1.02246,-1.20932,-7.40575,0.0964563
18,0,32991,2,2,253,0.740939,0.249703,0.976889,-1.30217,-6.02577,-0.101547
19,0,25863,2,2,253,1.08972,0.13216,2.15229,0.37316,-8.789,3.32901
20,0,32671,2,2,253,0.11821,0.0434369,0.182792,-9.27345,-13.6214,-7.38043
