Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,8692,0,0,0,9.802,17.2789,16,18,2,2,2,0,-inf,0,0,11.4228,10.3,11.7
2,29259,0,0,0,1.85208,1.53139,0,3,1,1,1,0,-inf,0,0,-3.28547,-4.7,-2.3
3,23188,0,0,0,4.49185,6.43247,3,8,1.00259,1,2,0,-inf,0,0,1.28129,-2.3,2.4
4,8535,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
5,12956,0,0,0,5.53713,8.73757,6,15,1.93277,1,2,0,-inf,0,0,3.44059,0.2,10.3
6,8449,0,0,0,11.1623,19.9893,18,23,2,2,2,0,-inf,0,0,14.4067,11.7,18.7
7,8403,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
8,28373,0,0,0,3.00779,3.5107,1,5,1,1,1,0,-inf,0,0,-2.23092,-4.7,0.2
9,8198,0,0,0,7.9878,13.3946,11,15,2,2,2,0,-inf,0,0,8.07316,5.9,10.3
10,32780,0,0,0,0,0,0,0,1,1,1,0,-inf,0,0,0,0,0
11,24460,0,0,0,2.88913,3.68908,2,4,1.11087,1,2,0,-inf,0,0,-2.5661,-4.7,-2.3
21,27770,0,0,0,2.48156,2.48156,2,3,1,1,1,0,-inf,0,0,-3.54425,-4.7,-2.3
22,2938,0,0,0,4.57216,6.57216,6,7,2,2,2,0,-inf,0,0,1.45875,0.2,2.4
23,2930,0,0,0,4.12833,5.88225,4,8,1.43584,1,2,0,-inf,0,0,0.35157,-2.3,2.4
24,27304,0,0,0,3,3,3,3,1,1,1,0,-inf,0,0,-2.3,-2.3,-2.3
25,16695,0,0,0,8.32441,14.0255,13,15,2,2,2,0,-inf,0,0,8.8137,8.1,10.3
26,9160,0,0,0,5.94793,9.49902,5,12,1.16386,1,2,0,-inf,0,0,4.0692,0.2,5.9
27,26757,0,0,0,4,6,6,6,1,1,1,0,-inf,0,0,0.2,0.2,0.2
28,14998,0,0,0,11.257,20.1504,18,23,2,2,2,0,-inf,0,0,14.6276,11.7,18.7
29,26478,0,0,0,4.54256,6.86192,4,8,1.22872,1,2,0,-inf,0,0,1.32502,-2.3,2.4
