Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2773,0,0,0,13.9275,24.9275,24,25,2,2,2,0,-inf,0,0,20.8333,18.7,21
2,3313,0,0,0,8.78962,14.7854,12,22,2,2,2,0,-inf,0,0,9.69698,5.9,16.3
3,2852,0,0,0,14,25.2532,25,26,2,2,2,0,-inf,0,0,21,21,21
4,2746,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2717,0,0,0,14.2841,25.5683,25,27,2,2,2,0,-inf,0,0,21.483,21,22.7
6,2703,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
7,2692,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2675,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
9,2863,0,0,0,10,17.2798,17,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
10,2764,0,0,0,4.29812,6.29812,6,7,2,2,2,0,-inf,0,0,0.855861,0.2,2.4
11,2939,0,0,0,5.33957,8.27696,7,9,2,2,2,0,-inf,0,0,3.04519,2.4,4.3
21,2618,0,0,0,11.4725,20.6505,18,27,2,2,2,0,-inf,0,0,14.9395,11.7,22.7
22,467,0,0,0,14.7024,26.4047,25,27,2,2,2,0,-inf,0,0,22.194,21,22.7
23,464,0,0,0,14.2996,25.5991,25,27,2,2,2,0,-inf,0,0,21.5093,21,22.7
24,4991,0,0,0,11.2022,20.1038,18,25,2,2,2,0,-inf,0,0,14.495,11.7,21
25,4603,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,917,0,0,0,12.627,23.2541,18,24,2,2,2,0,-inf,0,0,17.8117,11.7,18.7
27,3168,0,0,0,11.3902,20.7803,18,22,2,2,2,0,-inf,0,0,14.8973,11.7,16.3
28,3272,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,3131,0,0,0,10.9246,19.541,18,23,2,2,2,0,-inf,0,0,13.8575,11.7,18.7
