NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,217.987,5,3.01516,0.859302,0.176782,0.948756,0
1,UE,0,100000,100000,0.342553,5,4.4408,0.302636,0.0539968,0.202568,0
2,UE,0,100000,100000,0.341704,5,4.44359,0.302636,0.0536389,0.20014,0
3,UE,0,100000,100000,0.341791,5,4.4433,0.302636,0.0535669,0.200497,0
4,UE,0,100000,100000,0.341529,5,4.44416,0.302636,0.0536379,0.199568,0
5,UE,0,100000,100000,0.348805,5,4.4203,0.302636,0.0552078,0.221854,0
6,UE,0,100000,100000,0.340375,5,4.44794,0.302636,0.0531393,0.196283,0
7,UE,0,100000,100000,0.340789,5,4.44658,0.302636,0.0529257,0.197854,0
8,UE,0,100000,100000,0.347063,5,4.42601,0.302636,0.0545696,0.216782,0
9,UE,0,100000,100000,0.34031,5,4.44815,0.302636,0.0528554,0.196354,0
10,UE,0,100000,100000,0.367497,5,4.35902,0.302636,0.121209,0.21714,0
11,UE,0,100000,100000,0.34728,5,4.4253,0.302636,0.0547067,0.217354,0
12,UE,0,100000,100000,0.338565,5,4.45388,0.302636,0.0509203,0.192569,0
13,UE,0,100000,100000,0.296216,5,4.59272,0.302636,0.0170708,0.08757,0
14,UE,0,100000,100000,0.296108,5,4.59308,0.302636,0.0169994,0.0872843,0
15,UE,0,100000,100000,0.321858,5,4.50865,0.302636,0.0345702,0.15414,0
16,UE,0,100000,100000,0.321117,5,4.51108,0.302636,0.0340702,0.152212,0
17,UE,0,100000,100000,0.287786,5,4.62037,0.302636,0.0109282,0.0660703,0
18,UE,0,100000,100000,0.311245,5,4.54345,0.302636,0.0280607,0.125855,0
19,UE,0,100000,100000,0.311394,5,4.54116,0.305774,0.0280671,0.124998,0
20,UE,0,100000,100000,0.303667,5,4.56829,0.302636,0.0260706,0.102998,0
