Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,2381,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
2,2387,0,0,0,14.9971,26.995,22,27,2,2,2,0,-inf,0,0,22.6939,16.3,22.7
3,2391,0,0,0,14.9875,26.9762,13,27,2,2,2,0,-inf,0,0,22.6734,8.1,22.7
4,2391,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,2375,0,0,0,14.9945,26.9903,16,27,2,2,2,0,-inf,0,0,22.6885,10.3,22.7
6,2369,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,2360,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,2353,0,0,0,14.9992,26.9987,24,27,2,2,2,0,-inf,0,0,22.6983,18.7,22.7
9,2341,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
10,2334,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
21,2327,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
22,2311,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
23,1797,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
24,1797,0,0,0,14.985,26.9711,8,27,2,2,2,0,-inf,0,0,22.6691,2.4,22.7
25,2290,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,2283,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
27,2284,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
28,2194,0,0,0,14.9116,26.8541,17,27,2,2,2,0,-inf,0,0,22.5251,11.7,22.7
29,2252,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
30,2246,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
