NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,1277.94,5,0.526181,1.01967,0.0422695,3.41188,0
1,UE,0,100000,100000,0.511258,5,3.86969,0.334207,0.185327,0.610777,0
2,UE,0,100000,100000,0.511736,5,3.86812,0.334207,0.185678,0.611991,0
3,UE,0,100000,100000,0.513132,5,3.86355,0.334207,0.183684,0.618562,0
4,UE,0,100000,100000,0.511287,5,3.8696,0.334207,0.181491,0.614705,0
5,UE,0,100000,100000,0.511867,5,3.86725,0.33499,0.18013,0.617633,0
6,UE,0,100000,100000,0.509544,5,3.87531,0.334207,0.17835,0.612134,0
7,UE,0,100000,100000,0.508368,5,3.87917,0.334207,0.177349,0.609277,0
8,UE,0,100000,100000,0.508496,5,3.87875,0.334207,0.176127,0.610919,0
9,UE,0,100000,100000,0.507889,5,3.88074,0.334207,0.174064,0.610991,0
10,UE,0,100000,100000,0.507105,5,3.88331,0.334207,0.173065,0.609419,0
11,UE,0,100000,100000,0.506002,5,3.88647,0.33499,0.173117,0.605419,0
12,UE,0,100000,100000,0.505955,5,3.88663,0.334989,0.172675,0.605705,0
13,UE,0,100000,100000,0.457367,5,4.04596,0.334705,0.130771,0.488564,0
14,UE,0,100000,100000,0.455524,5,4.05229,0.334207,0.132939,0.480564,0
15,UE,0,100000,100000,0.500825,5,3.9039,0.334207,0.172477,0.58942,0
16,UE,0,100000,100000,0.495043,5,3.92286,0.334207,0.193445,0.549492,0
17,UE,0,100000,100000,0.489599,5,3.9407,0.334207,0.210525,0.514564,0
18,UE,0,100000,100000,0.474936,5,3.98747,0.336483,0.23948,0.436565,0
19,UE,0,100000,100000,0.458131,5,4.04388,0.334207,0.339563,0.282353,0
20,UE,0,100000,100000,0.497497,5,3.91481,0.334207,0.165278,0.585705,0
