SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,27643,32,2,96,0.0432859,9.93261e-07,0.335141,-13.6365,-60.0294,-4.74773
0,2,27643,32,2,96,45.2217,0.00539655,365.581,16.5535,-22.6788,25.6298
0,3,27643,32,2,96,15.538,0.000375281,118.094,11.9139,-34.2564,20.7223
0,4,27643,32,2,96,34.8474,0.00132661,297.254,15.4217,-28.7726,24.7313
0,5,27643,32,2,96,18.1725,0.00196413,137.293,12.5941,-27.0683,21.3765
0,6,27643,32,2,96,51.4122,0.00628188,246.545,17.1107,-22.0191,23.919
0,7,27643,32,2,96,1.28803,4.29162e-06,5.94238,1.09924,-53.6738,7.7396
0,8,27643,32,2,96,0.427259,4.2628e-05,3.27624,-3.69309,-43.703,5.15375
0,9,27643,32,2,96,5.81125,0.000195442,28.3949,7.64269,-37.0898,14.5324
0,10,27643,32,2,96,57.5118,0.00349095,420.844,17.5976,-24.5706,26.2412
0,11,27643,32,2,96,1.83167,3.01049e-07,8.58244,2.62848,-65.2136,9.33611
0,12,27643,32,2,96,0.377723,1.35205e-05,2.89222,-4.22827,-48.6901,4.61231
0,13,27643,32,2,96,37.6768,0.00112958,184.256,15.7607,-29.4708,22.6542
0,14,27643,32,2,96,11.5536,0.000402505,88.2607,10.6272,-33.9523,19.4577
0,15,27643,32,2,96,10.5802,7.62462e-06,50.5468,10.2449,-51.1778,17.0369
0,16,27643,32,2,96,0.341946,3.2202e-07,1.65004,-4.66042,-64.9212,2.17494
0,17,27643,32,2,96,41.6358,7.87131e-05,201.667,16.1947,-41.0395,23.0464
0,18,27643,32,2,96,62.1252,0.00202884,282.727,17.9327,-26.9275,24.5137
0,19,27643,32,2,96,1.14289,1.34399e-05,5.64469,0.580029,-48.7161,7.5164
0,20,27643,32,2,96,1.31003,1.3533e-06,6.04979,1.17282,-58.6861,7.8174
1,0,2200,2,32,96,0.178203,0.000269144,0.33854,-7.49085,-35.7002,-4.7039
2,0,2145,2,32,96,205.487,0.122019,404.814,23.1279,-9.13571,26.0726
3,0,2248,2,32,96,64.4113,0.0404534,126.415,18.0896,-13.9304,21.018
4,0,2183,2,32,96,155.539,0.359367,316.756,21.9184,-4.44461,25.0072
5,0,2230,2,32,96,74.6572,0.0576257,150.139,18.7307,-12.3938,21.7649
6,0,2116,2,32,96,154.224,0.462045,311.947,21.8815,-3.35315,24.9408
7,0,2160,2,32,96,3.19311,0.00658501,6.1385,5.04214,-21.8144,7.88063
8,0,2127,2,32,96,1.72478,0.00105018,3.28561,2.36734,-29.7874,5.16616
9,0,2174,2,32,96,14.2253,0.0200383,28.7817,11.5306,-16.9814,14.5912
10,0,2084,2,32,96,250.698,0.116438,490.158,23.9915,-9.33906,26.9034
11,0,2059,2,32,96,4.55397,0.00255321,8.86919,6.58391,-25.9291,9.47884
12,0,2066,2,32,96,1.52038,0.000814383,2.90301,1.81952,-30.8917,4.62849
13,0,1593,2,32,96,110.797,0.0892539,205.407,20.4453,-10.4937,23.1261
14,0,1531,2,32,96,49.9975,0.0228522,92.1491,16.9895,-16.4107,19.6449
15,0,2066,2,32,96,26.7094,0.0113312,51.569,14.2666,-19.4572,17.1239
16,0,2040,2,32,96,0.857588,0.00115224,1.71245,-0.667214,-29.3846,2.33617
17,0,2249,2,32,96,108.992,0.0706246,231.765,20.3739,-11.5104,23.6505
18,0,1951,2,32,96,212.05,0.092334,405.76,23.2644,-10.3464,26.0827
19,0,3232,2,32,96,3.13089,0.00502013,5.76351,4.95668,-22.9928,7.60687
20,0,2019,2,32,96,3.34068,0.00257088,6.31824,5.23835,-25.8992,8.00596
