Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,4484,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
2,5382,0,0,0,5,7,7,7,2,2,2,0,-inf,0,0,2.4,2.4,2.4
3,4437,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
4,4413,0,0,0,14,25,25,25,2,2,2,0,-inf,0,0,21,21,21
5,4379,0,0,0,13,24,24,24,2,2,2,0,-inf,0,0,18.7,18.7,18.7
6,4521,0,0,0,9,15.9991,15,16,2,2,2,0,-inf,0,0,10.3,10.3,10.3
7,4321,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
8,4277,0,0,0,13.9904,24.9904,24,25,2,2,2,0,-inf,0,0,20.978,18.7,21
9,5216,0,0,0,7,11.9323,11,12,2,2,2,0,-inf,0,0,5.9,5.9,5.9
10,4992,0,0,0,3.84054,5.25521,2,6,1.07973,1,2,0,-inf,0,0,-0.190665,-4.7,0.2
11,4231,0,0,0,3.34744,3.69487,3,5,1.65256,1,2,0,-inf,0,0,-1.43141,-2.3,0.2
21,5266,0,0,0,9.54178,16.5418,16,17,2,2,2,0,-inf,0,0,11.0585,10.3,11.7
22,2865,0,0,0,13,24,24,24,2,2,2,0,-inf,0,0,18.7,18.7,18.7
23,2877,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
24,4077,0,0,0,9,15,15,15,2,2,2,0,-inf,0,0,10.3,10.3,10.3
25,4055,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
26,4032,0,0,0,10,18,18,18,2,2,2,0,-inf,0,0,11.7,11.7,11.7
27,4963,0,0,0,9,16,16,16,2,2,2,0,-inf,0,0,10.3,10.3,10.3
28,4298,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,4934,0,0,0,9,15.9189,15,16,2,2,2,0,-inf,0,0,10.3,10.3,10.3
