NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,173.174,5,0.552379,1.03462,0.0233877,3.38962,0
1,UE,0,100000,100000,0.487057,5,3.95043,0.331667,0.164203,0.553702,0
2,UE,0,100000,100000,0.525114,5,3.82572,0.331667,0.226164,0.616451,0
3,UE,0,100000,100000,0.486251,5,3.95307,0.331667,0.162167,0.553095,0
4,UE,0,100000,100000,0.484541,5,3.95868,0.331667,0.160882,0.548774,0
5,UE,0,100000,100000,0.482784,5,3.96444,0.331667,0.161229,0.542667,0
6,UE,0,100000,100000,0.488003,5,3.94733,0.331667,0.168589,0.552416,0
7,UE,0,100000,100000,0.479708,5,3.97452,0.331667,0.165678,0.528131,0
8,UE,0,100000,100000,0.474541,5,3.99146,0.331667,0.176667,0.500203,0
9,UE,0,100000,100000,0.504624,5,3.8929,0.331667,0.26316,0.512274,0
10,UE,0,100000,100000,0.4851,5,3.95691,0.331667,0.299072,0.412348,0
11,UE,0,100000,100000,0.450386,5,4.07073,0.331667,0.358395,0.239209,0
12,UE,0,100000,100000,0.503537,5,3.89639,0.331667,0.201202,0.570737,0
13,UE,0,100000,100000,0.420634,5,4.16821,0.331667,0.102671,0.397455,0
14,UE,0,100000,100000,0.422943,5,4.16064,0.331667,0.103205,0.404491,0
15,UE,0,100000,100000,0.471982,5,3.99985,0.331667,0.147883,0.520596,0
16,UE,0,100000,100000,0.470751,5,4.00389,0.331667,0.146526,0.517917,0
17,UE,0,100000,100000,0.470882,5,4.00346,0.331667,0.145705,0.519167,0
18,UE,0,100000,100000,0.507265,5,3.88404,0.332023,0.199167,0.584773,0
19,UE,0,100000,100000,0.480966,5,3.96993,0.332487,0.158061,0.539524,0
20,UE,0,100000,100000,0.505704,5,3.88936,0.331667,0.197703,0.581273,0
