SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,15087,32,2,96,0.0433993,1.00049e-06,0.33452,-13.6252,-59.9979,-4.75578
0,2,15087,32,2,96,42.9304,0.00539655,365.581,16.3277,-22.6788,25.6298
0,3,15087,32,2,96,15.6782,0.000375281,118.094,11.953,-34.2564,20.7223
0,4,15087,32,2,96,34.3099,0.00132661,297.254,15.3542,-28.7726,24.7313
0,5,15087,32,2,96,18.3093,0.00196413,137.293,12.6267,-27.0683,21.3765
0,6,15087,32,2,96,41.7201,0.00628188,246.165,16.2035,-22.0191,23.9123
0,7,15087,32,2,96,1.03613,4.29162e-06,5.95087,0.154141,-53.6738,7.74581
0,8,15087,32,2,96,0.428974,4.2628e-05,3.27408,-3.67569,-43.703,5.1509
0,9,15087,32,2,96,4.56061,0.000195442,28.1557,6.59023,-37.0898,14.4957
0,10,15087,32,2,96,52.1145,0.00349095,420.844,17.1696,-24.5706,26.2412
0,11,15087,32,2,96,1.4489,3.01049e-07,8.56932,1.61037,-65.2136,9.32947
0,12,15087,32,2,96,0.378939,1.35205e-05,2.88982,-4.2143,-48.6901,4.6087
0,13,15087,32,2,96,30.116,0.00112958,184.72,14.788,-29.4708,22.6651
0,14,15087,32,2,96,11.6714,0.000402505,88.2607,10.6712,-33.9523,19.4577
0,15,15087,32,2,96,8.38035,7.62462e-06,50.6279,9.23262,-51.1778,17.0439
0,16,15087,32,2,96,0.277749,3.2202e-07,1.66903,-5.56348,-64.9212,2.22463
0,17,15087,32,2,96,33.0897,7.87131e-05,201.503,15.1969,-41.0395,23.0428
0,18,15087,32,2,96,50.7746,0.00202884,282.994,17.0565,-26.9275,24.5178
0,19,15087,32,2,96,0.890353,1.34399e-05,5.56049,-0.504377,-48.7161,7.45113
0,20,15087,32,2,96,1.04802,1.3533e-06,6.06416,0.203685,-58.6861,7.82771
1,0,1449,2,32,96,0.148308,0.000269144,0.33854,-8.28834,-35.7002,-4.7039
2,0,1435,2,32,96,178.555,0.122019,404.031,22.5177,-9.13571,26.0641
3,0,1436,2,32,96,51.3689,0.0405372,126.343,17.107,-13.9215,21.0155
4,0,1427,2,32,96,129.083,0.359879,315.995,21.1087,-4.43843,24.9968
5,0,1567,2,32,96,63.3062,0.0577398,150.039,18.0145,-12.3852,21.762
6,0,1408,2,32,96,131.166,0.462045,311.248,21.1782,-3.35315,24.9311
7,0,1415,2,32,96,2.76657,0.00658501,6.1385,4.41941,-21.8144,7.88063
8,0,1529,2,32,96,1.58033,0.00105018,3.28195,1.98747,-29.7874,5.16131
9,0,1405,2,32,96,11.7619,0.0200383,28.1785,10.7048,-16.9814,14.4992
10,0,1541,2,32,96,187.84,0.116438,490.164,22.7379,-9.33906,26.9034
11,0,1534,2,32,96,4.11301,0.00255321,8.83711,6.1416,-25.9291,9.4631
12,0,1380,2,32,96,1.27856,0.000814383,2.89802,1.06721,-30.8917,4.62102
13,0,667,2,32,96,88.2192,0.0892539,205.508,19.4556,-10.4937,23.1283
14,0,665,2,32,96,49.892,0.0233773,92.1622,16.9803,-16.3121,19.6455
15,0,1087,2,32,96,19.3667,0.0111505,51.5641,12.8705,-19.5271,17.1235
16,0,1074,2,32,96,0.700176,0.00115737,1.70527,-1.54793,-29.3653,2.31793
17,0,471,2,32,96,82.8095,0.0695773,229.829,19.1808,-11.5753,23.614
18,0,818,2,32,96,143.247,0.0910597,405.825,21.5609,-10.4067,26.0834
19,0,831,2,32,96,1.88118,0.00484241,5.5696,2.7443,-23.1494,7.45824
20,0,726,2,32,96,3.67551,0.00256281,6.31824,5.65318,-25.9128,8.00596
