SrcId,DstId,Samples,TxPorts,RxPorts,NumRb,AvgEffectiveChannelGainLinear,MinEffectiveChannelGainLinear,MaxEffectiveChannelGainLinear,AvgEffectiveChannelGain_dB,MinEffectiveChannelGain_dB,MaxEffectiveChannelGain_dB
0,1,41887,32,2,96,0.0474105,9.93261e-07,0.33452,-13.2413,-60.0294,-4.75578
0,2,41887,32,2,96,49.4028,0.00539655,365.581,16.9375,-22.6788,25.6298
0,3,41887,32,2,96,16.869,0.000375281,118.094,12.2709,-34.2564,20.7223
0,4,41887,32,2,96,37.8751,0.00132661,297.254,15.7835,-28.7726,24.7313
0,5,41887,32,2,96,19.7173,0.00196413,137.293,12.9485,-27.0683,21.3765
0,6,41887,32,2,96,59.6696,0.00628188,246.26,17.7575,-22.0191,23.9139
0,7,41887,32,2,96,1.51785,4.29162e-06,5.95087,1.81228,-53.6738,7.74581
0,8,41887,32,2,96,0.466522,4.2628e-05,3.27408,-3.31127,-43.703,5.1509
0,9,41887,32,2,96,6.73201,0.000195442,28.2154,8.28145,-37.0898,14.5049
0,10,41887,32,2,96,63.8613,0.00349095,420.844,18.0524,-24.5706,26.2412
0,11,41887,32,2,96,2.14217,3.01049e-07,8.57263,3.30855,-65.2136,9.33114
0,12,41887,32,2,96,0.412341,1.35205e-05,2.88982,-3.84743,-48.6901,4.6087
0,13,41887,32,2,96,44.0836,0.00112958,184.72,16.4428,-29.4708,22.6651
0,14,41887,32,2,96,12.556,0.000402505,88.2607,10.9885,-33.9523,19.4577
0,15,41887,32,2,96,12.4198,7.62462e-06,50.6279,10.9411,-51.1778,17.0439
0,16,41887,32,2,96,0.40787,3.2202e-07,1.66903,-3.89479,-64.9212,2.22463
0,17,41887,32,2,96,48.3834,7.87131e-05,201.545,16.847,-41.0395,23.0437
0,18,41887,32,2,96,71.5023,0.00202884,282.994,18.5432,-26.9275,24.5178
0,19,41887,32,2,96,1.31122,1.34399e-05,5.58146,1.17677,-48.7161,7.46748
0,20,41887,32,2,96,1.54234,1.3533e-06,6.06416,1.88181,-58.6861,7.82771
1,0,3651,2,32,96,0.131642,0.000268715,0.33854,-8.80605,-35.7071,-4.7039
2,0,3627,2,32,96,155.336,0.121443,404.031,21.9127,-9.15629,26.0641
3,0,3652,2,32,96,48.926,0.0405372,126.355,16.8954,-13.9215,21.0159
4,0,3645,2,32,96,119.091,0.359367,316.122,20.7588,-4.44461,24.9985
5,0,3665,2,32,96,57.5506,0.0576257,150.039,17.6005,-12.3938,21.762
6,0,3610,2,32,96,117.213,0.462045,311.364,20.6898,-3.35315,24.9327
7,0,3620,2,32,96,2.38965,0.00658501,6.1385,3.78335,-21.8144,7.88063
8,0,3607,2,32,96,1.26851,0.00105018,3.28103,1.03294,-29.7874,5.1601
9,0,3587,2,32,96,10.4738,0.0200383,28.5123,10.201,-16.9814,14.5503
10,0,3709,2,32,96,192.127,0.116438,490.164,22.8359,-9.33906,26.9034
11,0,3559,2,32,96,3.41386,0.00255321,8.84352,5.33246,-25.9291,9.46625
12,0,3533,2,32,96,1.12351,0.000814383,2.89802,0.505764,-30.8917,4.62102
13,0,818,2,32,96,78.7959,0.0892539,205.407,18.965,-10.4937,23.1261
14,0,816,2,32,96,32.9101,0.0229041,92.1622,15.1733,-16.4009,19.6455
15,0,3477,2,32,96,19.5544,0.0112275,51.569,12.9124,-19.4972,17.1239
16,0,3426,2,32,96,0.642439,0.00115737,1.71245,-1.92168,-29.3653,2.33617
17,0,1872,2,32,96,89.611,0.842684,230.967,19.5236,-0.743354,23.6355
18,0,4046,2,32,96,125.709,0.0908492,405.825,20.9937,-10.4168,26.0834
19,0,2963,2,32,96,2.07799,0.00486743,5.67272,3.17643,-23.127,7.53791
20,0,3569,2,32,96,2.48349,0.00254282,6.31824,3.95062,-25.9468,8.00596
