NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,1138.73,5,0.909436,0.927688,0.275974,2.8869,0
1,UE,0,100000,100000,0.471956,5,4.01374,0.307493,0.162415,0.516349,0
2,UE,0,100000,100000,0.470953,5,4.01703,0.307493,0.162127,0.513349,0
3,UE,0,100000,100000,0.471607,5,4.01489,0.307493,0.160415,0.517206,0
4,UE,0,100000,100000,0.470716,5,4.01781,0.307493,0.158707,0.515992,0
5,UE,0,100000,100000,0.471631,5,4.01481,0.307493,0.157849,0.519849,0
6,UE,0,100000,100000,0.46869,5,4.02445,0.307493,0.15678,0.511278,0
7,UE,0,100000,100000,0.468908,5,4.02374,0.307493,0.156065,0.512707,0
8,UE,0,100000,100000,0.468296,5,4.02574,0.307493,0.155917,0.510849,0
9,UE,0,100000,100000,0.466686,5,4.03102,0.307493,0.153565,0.507921,0
10,UE,0,100000,100000,0.480825,5,3.98466,0.307493,0.182423,0.525421,0
11,UE,0,100000,100000,0.464978,5,4.03662,0.307493,0.153109,0.502778,0
12,UE,0,100000,100000,0.463673,5,4.0409,0.307493,0.15526,0.49635,0
13,UE,0,100000,100000,0.307479,5,4.55301,0.307493,0.0272133,0.112284,0
14,UE,0,100000,100000,0.307327,5,4.55351,0.307493,0.0270705,0.111927,0
15,UE,0,100000,100000,0.460708,5,4.05062,0.307493,0.156821,0.485064,0
16,UE,0,100000,100000,0.458312,5,4.05848,0.307493,0.165467,0.468564,0
17,UE,0,100000,100000,0.365798,5,4.3618,0.307493,0.071138,0.259568,0
18,UE,0,100000,100000,0.528511,5,3.80811,0.342703,0.257551,0.591634,0
19,UE,0,100000,100000,0.446141,5,4.09589,0.311841,0.332206,0.260068,0
20,UE,0,100000,100000,0.471435,5,4.01545,0.307493,0.17178,0.505278,0
