NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,147.934,5,2.00164,0.907282,0.107061,1.98402,0
1,UE,0,100000,100000,0.416979,5,4.19385,0.307739,0.100707,0.397705,0
2,UE,0,100000,100000,0.420432,5,4.18253,0.307739,0.101136,0.408598,0
3,UE,0,100000,100000,0.422599,5,4.17542,0.307739,0.105386,0.411455,0
4,UE,0,100000,100000,0.414789,5,4.20103,0.307739,0.0993507,0.391884,0
5,UE,0,100000,100000,0.414375,5,4.20238,0.307739,0.0990648,0.390813,0
6,UE,0,100000,100000,0.413798,5,4.20428,0.307739,0.0991005,0.388884,0
7,UE,0,100000,100000,0.412306,5,4.20917,0.307739,0.0977077,0.385384,0
8,UE,0,100000,100000,0.421314,5,4.17963,0.307739,0.104707,0.407919,0
9,UE,0,100000,100000,0.41666,5,4.19489,0.307739,0.101805,0.395562,0
10,UE,0,100000,100000,0.4159,5,4.19739,0.307739,0.0977424,0.397134,0
11,UE,0,100000,100000,0.4092,5,4.21935,0.307739,0.0959905,0.37692,0
12,UE,0,100000,100000,0.420518,5,4.18224,0.307739,0.106885,0.403134,0
13,UE,0,100000,100000,0.295102,5,4.59344,0.307739,0.0166418,0.0821765,0
14,UE,0,100000,100000,0.294634,5,4.59498,0.307739,0.0166418,0.0806409,0
15,UE,0,100000,100000,0.492245,5,3.94707,0.307739,0.167167,0.578021,0
16,UE,0,100000,100000,0.477214,5,3.99635,0.307739,0.165382,0.530524,0
17,UE,0,100000,100000,0.318576,5,4.51648,0.307739,0.0343193,0.141461,0
18,UE,0,100000,100000,0.441258,5,4.11424,0.307739,0.119278,0.45874,0
19,UE,0,100000,100000,0.437947,5,4.1251,0.307739,0.114064,0.453097,0
20,UE,0,100000,100000,0.43692,5,4.12824,0.308131,0.113707,0.449919,0
