Rnti,CqiSamples,DlDataSinrSamples,CellId,BwpId,MeanCqi,MeanMcs,MinMcs,MaxMcs,MeanRank,MinRank,MaxRank,MeanDlDataSinrLinear,MeanDlDataSinr_dB,MinDlDataSinr_dB,MaxDlDataSinr_dB,MeanEstimatedSinrFromCqi_dB,MinEstimatedSinrFromCqi_dB,MaxEstimatedSinrFromCqi_dB
1,721,0,0,0,14.2926,25.6824,25,27,2,2,2,0,-inf,0,0,21.4975,21,22.7
2,733,0,0,0,4.74079,7.1869,6,9,1.93315,1,2,0,-inf,0,0,1.78636,0.2,4.3
3,756,0,0,0,7.82937,12.7566,10,15,2,2,2,0,-inf,0,0,7.76905,4.3,10.3
4,686,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
5,684,0,0,0,9.81871,17.5833,16,18,2,2,2,0,-inf,0,0,11.4462,10.3,11.7
6,678,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
7,676,0,0,0,14.7648,26.5296,25,27,2,2,2,0,-inf,0,0,22.3001,21,22.7
8,724,0,0,0,6.27624,10.0939,7,14,2,2,2,0,-inf,0,0,4.75649,2.4,8.1
9,719,0,0,0,13.3394,24.3074,23,25,2,2,2,0,-inf,0,0,19.4805,18.7,21
10,695,0,0,0,3.08921,3.62878,2,5,1.23309,1,2,0,-inf,0,0,-2.05367,-4.7,0.2
11,757,0,0,0,5.3646,8.28666,6,11,2,2,2,0,-inf,0,0,3.04122,0.2,5.9
21,718,0,0,0,5.3454,8.30919,5,10,1.76602,1,2,0,-inf,0,0,3.03162,0.2,4.3
22,233,0,0,0,9.59657,16.5966,16,17,2,2,2,0,-inf,0,0,11.1352,10.3,11.7
23,234,0,0,0,7.2265,11.453,9,15,2,2,2,0,-inf,0,0,6.65726,4.3,10.3
24,521,0,0,0,6.96929,11.5259,8,15,2,2,2,0,-inf,0,0,6.12207,2.4,10.3
25,474,0,0,0,13.1308,23.6962,18,25,2,2,2,0,-inf,0,0,18.9899,11.7,21
26,139,0,0,0,8.01439,13.3741,11,15,2,2,2,0,-inf,0,0,8.13165,5.9,10.3
27,343,0,0,0,8.16035,13.7376,11,16,2,2,2,0,-inf,0,0,8.45277,5.9,10.3
28,316,0,0,0,15,27,27,27,2,2,2,0,-inf,0,0,22.7,22.7,22.7
29,335,0,0,0,8.16418,13.9403,13,15,2,2,2,0,-inf,0,0,8.46119,8.1,10.3
