NodeId,Type,BwpId,InitialEnergy_J,RemainingEnergy_J,ConsumedEnergy_J,Duration_s,Time_State0_s,Time_State1_s,Time_State2_s,Time_State3_s,Time_State4_s
0,gNB,0,100000,100000,863.33,5,2.02695,0.906596,0.0927195,1.97373,0
1,UE,0,100000,100000,0.416983,5,4.19381,0.307775,0.100707,0.397705,0
2,UE,0,100000,100000,0.422037,5,4.17724,0.307775,0.103065,0.411919,0
3,UE,0,100000,100000,0.420589,5,4.18199,0.307775,0.102707,0.407526,0
4,UE,0,100000,100000,0.414816,5,4.20092,0.307775,0.0993507,0.391956,0
5,UE,0,100000,100000,0.414739,5,4.20117,0.307775,0.0993862,0.39167,0
6,UE,0,100000,100000,0.413552,5,4.20506,0.307775,0.0988506,0.388313,0
7,UE,0,100000,100000,0.412299,5,4.20917,0.307775,0.097672,0.385384,0
8,UE,0,100000,100000,0.416635,5,4.19496,0.307775,0.100636,0.396634,0
9,UE,0,100000,100000,0.416774,5,4.1945,0.307775,0.101592,0.396134,0
10,UE,0,100000,100000,0.415305,5,4.19931,0.307775,0.0990623,0.393848,0
11,UE,0,100000,100000,0.409271,5,4.2191,0.307775,0.0957775,0.377349,0
12,UE,0,100000,100000,0.414108,5,4.20324,0.307775,0.0984219,0.390563,0
13,UE,0,100000,100000,0.294519,5,4.59534,0.307775,0.0165347,0.0803552,0
14,UE,0,100000,100000,0.294628,5,4.59498,0.307775,0.0166418,0.0806052,0
15,UE,0,100000,100000,0.483285,5,3.97643,0.307775,0.166417,0.54938,0
16,UE,0,100000,100000,0.477284,5,3.9961,0.307775,0.165454,0.530667,0
17,UE,0,100000,100000,0.316609,5,4.52291,0.307775,0.0332122,0.136104,0
18,UE,0,100000,100000,0.446643,5,4.09657,0.307775,0.120956,0.474703,0
19,UE,0,100000,100000,0.437821,5,4.12549,0.307775,0.114171,0.452561,0
20,UE,0,100000,100000,0.442414,5,4.11021,0.308167,0.1141,0.467525,0
